comparison,mode,query_type,depth,metric,delta,lo,hi,p_value,n
depth_minus_direct,generic,heldout,5,bertscore_f1,-0.3214265,-0.497529225,-0.16455087500000004,0.0003,20
conditioned_minus_generic,conditioned_minus_generic,heldout,1,em,-0.35,-0.55,-0.15,0.0014,20
conditioned_minus_generic,conditioned_minus_generic,heldout,1,f1,-0.3924242424242424,-0.6,-0.19242424242424244,0.0001,20
conditioned_minus_generic,conditioned_minus_generic,heldout,1,bertscore_f1,-0.37724250000000004,-0.54587269625,-0.21477317000000012,0.0,20
conditioned_minus_generic,conditioned_minus_generic,heldout,3,em,-0.45,-0.65,-0.25,0.0001,20
conditioned_minus_generic,conditioned_minus_generic,heldout,3,f1,-0.4833333333333333,-0.7,-0.26666666666666666,0.0,20
conditioned_minus_generic,conditioned_minus_generic,heldout,3,bertscore_f1,-0.4345266,-0.61846164375,-0.2451726887500001,0.0,20
conditioned_minus_generic,conditioned_minus_generic,heldout,5,em,-0.25,-0.5,0.0,0.06,20
conditioned_minus_generic,conditioned_minus_generic,heldout,5,f1,-0.32333333333333336,-0.54,-0.11666666666666665,0.0023,20
conditioned_minus_generic,conditioned_minus_generic,heldout,5,bertscore_f1,-0.2976243499999999,-0.5106889725,-0.08343145625000006,0.0068,20
