contrast,asks,dataset,depth,measure,arm_a,arm_b,n_pairs,shared_stages,mean_a,mean_b,delta,delta_lo,delta_hi,p_value,excludes_zero
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,retained_token_rate,inform_shrink,control,20,0,0.9455349999999999,0.877375,0.06816000000000003,0.04372987500000001,0.09384525,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,ngram_copy_rate,inform_shrink,control,20,0,0.675645,0.506955,0.16868999999999998,0.08975825000000001,0.24707099999999996,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,target_fact_present,inform_shrink,control,20,0,0.9,0.95,-0.05,-0.15,0.0,0.6242,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,side_fact_retention,inform_shrink,control,20,0,0.6799999999999999,0.35,0.33000000000000007,0.22000000000000003,0.4499999999999999,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,unsupported_count,inform_shrink,control,20,0,2.5,2.65,-0.15,-0.95,0.8,0.7904,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,unsupported_invented_count,inform_shrink,control,20,0,2.25,2.45,-0.2,-1.0,0.7,0.6981,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,unsupported_corrupted_count,inform_shrink,control,20,0,0.25,0.2,0.05,-0.15,0.25,0.8187,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,unsupported_rate,inform_shrink,control,20,0,0.07115630864083292,0.11056950701558772,-0.039413198374754835,-0.07164572146325367,-0.007475316729634627,0.0177,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,tracked_variant_count,inform_shrink,control,20,0,4.2,3.2,1.0,-0.15,2.1,0.0955,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,unsupported_claims,inform_shrink,control,20,0,2.95,1.45,1.5,0.7,2.3,0.0004,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,semantic_preserved,inform_shrink,control,20,0,0.925,0.975,-0.05,-0.125,0.0,0.2588,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,truncated,inform_shrink,control,20,0,0.0,0.0,0.0,0.0,0.0,1.0,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,em,inform_shrink,control,20,0,0.9,0.95,-0.05,-0.15,0.0,0.6242,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,f1,inform_shrink,control,20,0,0.9,0.95,-0.05,-0.15,0.0,0.6242,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,judge_correct,inform_shrink,control,20,0,0.9,0.95,-0.05,-0.15,0.0,0.6242,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,side_judge_correct,inform_shrink,control,20,0,0.7,0.3,0.4,0.2,0.6,0.0005,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,side_f1,inform_shrink,control,20,0,0.585,0.275,0.31,0.13999999999999999,0.49499999999999994,0.001,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,summary_words,inform_shrink,control,20,0,415.9,226.65,189.25,150.49875,229.25,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,summary_characters,inform_shrink,control,20,0,2651.7,1453.15,1198.55,953.64625,1448.6025,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,estimated_tokens,inform_shrink,control,20,0,716.2,392.25,323.95,257.74875000000003,391.55,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,length_ratio,inform_shrink,control,20,0,1.15529,1.07246,0.08282999999999999,0.018273874999999988,0.14593112499999997,0.0126,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,internal_repetition,inform_shrink,control,20,0,0.019641250000000002,0.00429385,0.0153474,0.007592462500000001,0.0240950575,0.0004,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,novel_token_rate,inform_shrink,control,20,0,0.139285,0.13999999999999999,-0.000715000000000001,-0.04548862499999997,0.04375024999999999,0.9724,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,retained_token_rate,inform_shrink,control,20,0,0.9738750000000002,0.914805,0.05907,0.031584499999999995,0.08548025,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,ngram_copy_rate,inform_shrink,control,20,0,0.801425,0.6049049999999999,0.19652,0.08253600000000005,0.30003675,0.001,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,target_fact_present,inform_shrink,control,20,0,0.9,0.9,0.0,-0.15,0.15,1.0,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,side_fact_retention,inform_shrink,control,20,0,0.6799999999999999,0.31999999999999995,0.36000000000000004,0.24,0.49000000000000005,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,unsupported_count,inform_shrink,control,20,0,3.35,2.85,0.5,-0.65,1.9,0.4691,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,unsupported_invented_count,inform_shrink,control,20,0,3.05,2.65,0.4,-0.75,1.8,0.5653,False
