arm,arm_group,schedule,item_id,dataset,fact_id,fact_role,has_parametric,present_stage1,present_stage2,present_stage3,was_lost,lost_at_stage,reappeared,reappeared_at_stage,survived_throughout,recovered_document,reverted_parametric,both_values_after_loss,fabricated_after_loss,corrupted_after_loss
resize_expand,expand,resize_large|resize_large|resize_large,cfk:25,counterfactual,cfk:25:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,cfk:25,counterfactual,cfk:25:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,cfk:25,counterfactual,cfk:25:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,cfk:25,counterfactual,cfk:25:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,cfk:25,counterfactual,cfk:25:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,cfk:25,counterfactual,cfk:25:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:1,counterfactual,wiki:1580208:1:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:1,counterfactual,wiki:1580208:1:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:1,counterfactual,wiki:1580208:1:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:1,counterfactual,wiki:1580208:1:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:1,counterfactual,wiki:1580208:1:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:1,counterfactual,wiki:1580208:1:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:2,counterfactual,wiki:1580208:2:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:2,counterfactual,wiki:1580208:2:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:2,counterfactual,wiki:1580208:2:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:2,counterfactual,wiki:1580208:2:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:2,counterfactual,wiki:1580208:2:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:1580208:2,counterfactual,wiki:1580208:2:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:51952678:2,counterfactual,wiki:51952678:2:target,target,True,True,False,False,True,2,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:51952678:2,counterfactual,wiki:51952678:2:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:51952678:2,counterfactual,wiki:51952678:2:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:51952678:2,counterfactual,wiki:51952678:2:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:51952678:2,counterfactual,wiki:51952678:2:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:51952678:2,counterfactual,wiki:51952678:2:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:1,counterfactual,wiki:109835:1:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:1,counterfactual,wiki:109835:1:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:1,counterfactual,wiki:109835:1:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:1,counterfactual,wiki:109835:1:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:1,counterfactual,wiki:109835:1:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:1,counterfactual,wiki:109835:1:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:2,counterfactual,wiki:109835:2:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:2,counterfactual,wiki:109835:2:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:2,counterfactual,wiki:109835:2:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:2,counterfactual,wiki:109835:2:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:2,counterfactual,wiki:109835:2:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:109835:2,counterfactual,wiki:109835:2:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:841542:2,counterfactual,wiki:841542:2:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:841542:2,counterfactual,wiki:841542:2:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:841542:2,counterfactual,wiki:841542:2:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:841542:2,counterfactual,wiki:841542:2:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:841542:2,counterfactual,wiki:841542:2:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,wiki:841542:2,counterfactual,wiki:841542:2:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:1,fictional,fic:1:target,target,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:1,fictional,fic:1:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:1,fictional,fic:1:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:1,fictional,fic:1:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:1,fictional,fic:1:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:1,fictional,fic:1:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:2,fictional,fic:2:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:2,fictional,fic:2:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:2,fictional,fic:2:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:2,fictional,fic:2:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:2,fictional,fic:2:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:2,fictional,fic:2:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:3,fictional,fic:3:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:3,fictional,fic:3:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:3,fictional,fic:3:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:3,fictional,fic:3:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:3,fictional,fic:3:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:3,fictional,fic:3:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:4,fictional,fic:4:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:4,fictional,fic:4:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:4,fictional,fic:4:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:4,fictional,fic:4:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:4,fictional,fic:4:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:4,fictional,fic:4:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:5,fictional,fic:5:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:5,fictional,fic:5:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:5,fictional,fic:5:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:5,fictional,fic:5:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:5,fictional,fic:5:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:5,fictional,fic:5:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:6,fictional,fic:6:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:6,fictional,fic:6:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:6,fictional,fic:6:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:6,fictional,fic:6:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:6,fictional,fic:6:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:6,fictional,fic:6:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:7,fictional,fic:7:target,target,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:7,fictional,fic:7:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:7,fictional,fic:7:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:7,fictional,fic:7:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:7,fictional,fic:7:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:7,fictional,fic:7:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:8,fictional,fic:8:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:8,fictional,fic:8:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:8,fictional,fic:8:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:8,fictional,fic:8:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:8,fictional,fic:8:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:8,fictional,fic:8:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:9,fictional,fic:9:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:9,fictional,fic:9:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:9,fictional,fic:9:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:9,fictional,fic:9:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:9,fictional,fic:9:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:9,fictional,fic:9:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:10,fictional,fic:10:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:10,fictional,fic:10:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:10,fictional,fic:10:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:10,fictional,fic:10:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:10,fictional,fic:10:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:10,fictional,fic:10:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:11,fictional,fic:11:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:11,fictional,fic:11:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:11,fictional,fic:11:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:11,fictional,fic:11:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:11,fictional,fic:11:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:11,fictional,fic:11:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:12,fictional,fic:12:target,target,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:12,fictional,fic:12:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:12,fictional,fic:12:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:12,fictional,fic:12:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:12,fictional,fic:12:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:12,fictional,fic:12:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:13,fictional,fic:13:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:13,fictional,fic:13:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:13,fictional,fic:13:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:13,fictional,fic:13:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:13,fictional,fic:13:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:13,fictional,fic:13:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:14,fictional,fic:14:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:14,fictional,fic:14:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:14,fictional,fic:14:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:14,fictional,fic:14:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:14,fictional,fic:14:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:14,fictional,fic:14:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:15,fictional,fic:15:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:15,fictional,fic:15:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:15,fictional,fic:15:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:15,fictional,fic:15:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:15,fictional,fic:15:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:15,fictional,fic:15:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:16,fictional,fic:16:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:16,fictional,fic:16:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:16,fictional,fic:16:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:16,fictional,fic:16:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:16,fictional,fic:16:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:16,fictional,fic:16:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:17,fictional,fic:17:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:17,fictional,fic:17:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:17,fictional,fic:17:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:17,fictional,fic:17:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:17,fictional,fic:17:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:17,fictional,fic:17:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:18,fictional,fic:18:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:18,fictional,fic:18:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:18,fictional,fic:18:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:18,fictional,fic:18:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:18,fictional,fic:18:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:18,fictional,fic:18:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:19,fictional,fic:19:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:19,fictional,fic:19:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:19,fictional,fic:19:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:19,fictional,fic:19:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:19,fictional,fic:19:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:19,fictional,fic:19:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:20,fictional,fic:20:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:20,fictional,fic:20:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:20,fictional,fic:20:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:20,fictional,fic:20:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:20,fictional,fic:20:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_expand,expand,resize_large|resize_large|resize_large,fic:20,fictional,fic:20:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:1,counterfactual,cfk:1:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:1,counterfactual,cfk:1:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:1,counterfactual,cfk:1:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:1,counterfactual,cfk:1:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:1,counterfactual,cfk:1:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:1,counterfactual,cfk:1:side5,side,True,True,False,False,True,2,False,,False,False,False,False,True,True
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:2,counterfactual,cfk:2:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:2,counterfactual,cfk:2:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:2,counterfactual,cfk:2:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:2,counterfactual,cfk:2:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:2,counterfactual,cfk:2:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:2,counterfactual,cfk:2:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:3,counterfactual,cfk:3:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:3,counterfactual,cfk:3:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:3,counterfactual,cfk:3:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:3,counterfactual,cfk:3:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:3,counterfactual,cfk:3:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:3,counterfactual,cfk:3:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:4,counterfactual,cfk:4:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:4,counterfactual,cfk:4:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:4,counterfactual,cfk:4:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:4,counterfactual,cfk:4:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:4,counterfactual,cfk:4:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:4,counterfactual,cfk:4:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:5,counterfactual,cfk:5:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:5,counterfactual,cfk:5:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:5,counterfactual,cfk:5:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:5,counterfactual,cfk:5:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:5,counterfactual,cfk:5:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
resize_lsl,trajectory,resize_large|resize_small|resize_large,cfk:5,counterfactual,cfk:5:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
