arm,arm_group,schedule,item_id,dataset,fact_id,fact_role,has_parametric,present_stage1,present_stage2,present_stage3,was_lost,lost_at_stage,reappeared,reappeared_at_stage,survived_throughout,recovered_document,reverted_parametric,both_values_after_loss,fabricated_after_loss,corrupted_after_loss
control,baseline,none|none|none,cfk:1,counterfactual,cfk:1:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:1,counterfactual,cfk:1:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:1,counterfactual,cfk:1:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:1,counterfactual,cfk:1:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:1,counterfactual,cfk:1:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:1,counterfactual,cfk:1:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:2,counterfactual,cfk:2:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:2,counterfactual,cfk:2:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:2,counterfactual,cfk:2:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:2,counterfactual,cfk:2:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:2,counterfactual,cfk:2:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:2,counterfactual,cfk:2:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:3,counterfactual,cfk:3:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:3,counterfactual,cfk:3:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:3,counterfactual,cfk:3:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:3,counterfactual,cfk:3:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:3,counterfactual,cfk:3:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:3,counterfactual,cfk:3:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:4,counterfactual,cfk:4:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:4,counterfactual,cfk:4:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:4,counterfactual,cfk:4:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:4,counterfactual,cfk:4:side3,side,True,True,False,False,True,2,False,,False,False,False,False,True,False
control,baseline,none|none|none,cfk:4,counterfactual,cfk:4:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:4,counterfactual,cfk:4:side5,side,True,True,False,False,True,2,False,,False,False,False,False,True,False
control,baseline,none|none|none,cfk:5,counterfactual,cfk:5:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:5,counterfactual,cfk:5:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:5,counterfactual,cfk:5:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:5,counterfactual,cfk:5:side3,side,True,True,True,False,True,3,False,,False,False,False,False,True,True
control,baseline,none|none|none,cfk:5,counterfactual,cfk:5:side4,side,True,True,True,False,True,3,False,,False,False,False,False,True,True
control,baseline,none|none|none,cfk:5,counterfactual,cfk:5:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:6,counterfactual,cfk:6:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:6,counterfactual,cfk:6:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:6,counterfactual,cfk:6:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:6,counterfactual,cfk:6:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:6,counterfactual,cfk:6:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:6,counterfactual,cfk:6:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:7,counterfactual,cfk:7:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:7,counterfactual,cfk:7:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:7,counterfactual,cfk:7:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:7,counterfactual,cfk:7:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:7,counterfactual,cfk:7:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:7,counterfactual,cfk:7:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:9,counterfactual,cfk:9:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:9,counterfactual,cfk:9:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:9,counterfactual,cfk:9:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:9,counterfactual,cfk:9:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:9,counterfactual,cfk:9:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:9,counterfactual,cfk:9:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:10,counterfactual,cfk:10:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:10,counterfactual,cfk:10:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:10,counterfactual,cfk:10:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:10,counterfactual,cfk:10:side3,side,True,True,True,False,True,3,False,,False,False,False,False,False,True
control,baseline,none|none|none,cfk:10,counterfactual,cfk:10:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:10,counterfactual,cfk:10:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:11,counterfactual,cfk:11:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:11,counterfactual,cfk:11:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:11,counterfactual,cfk:11:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:11,counterfactual,cfk:11:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:11,counterfactual,cfk:11:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:11,counterfactual,cfk:11:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:14,counterfactual,cfk:14:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:14,counterfactual,cfk:14:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:14,counterfactual,cfk:14:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:14,counterfactual,cfk:14:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:14,counterfactual,cfk:14:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:14,counterfactual,cfk:14:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:15,counterfactual,cfk:15:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:15,counterfactual,cfk:15:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:15,counterfactual,cfk:15:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:15,counterfactual,cfk:15:side3,side,True,True,True,False,True,3,False,,False,False,False,False,True,True
control,baseline,none|none|none,cfk:15,counterfactual,cfk:15:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:15,counterfactual,cfk:15:side5,side,True,True,True,False,True,3,False,,False,False,False,False,True,True
control,baseline,none|none|none,cfk:17,counterfactual,cfk:17:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:17,counterfactual,cfk:17:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:17,counterfactual,cfk:17:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:17,counterfactual,cfk:17:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:17,counterfactual,cfk:17:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:17,counterfactual,cfk:17:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:18,counterfactual,cfk:18:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:18,counterfactual,cfk:18:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:18,counterfactual,cfk:18:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:18,counterfactual,cfk:18:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:18,counterfactual,cfk:18:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:18,counterfactual,cfk:18:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:19,counterfactual,cfk:19:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:19,counterfactual,cfk:19:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:19,counterfactual,cfk:19:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:19,counterfactual,cfk:19:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:19,counterfactual,cfk:19:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:19,counterfactual,cfk:19:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:20,counterfactual,cfk:20:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:20,counterfactual,cfk:20:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:20,counterfactual,cfk:20:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:20,counterfactual,cfk:20:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:20,counterfactual,cfk:20:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:20,counterfactual,cfk:20:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:22,counterfactual,cfk:22:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:22,counterfactual,cfk:22:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:22,counterfactual,cfk:22:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:22,counterfactual,cfk:22:side3,side,True,True,False,False,True,2,False,,False,False,False,False,True,False
control,baseline,none|none|none,cfk:22,counterfactual,cfk:22:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:22,counterfactual,cfk:22:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:23,counterfactual,cfk:23:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:23,counterfactual,cfk:23:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:23,counterfactual,cfk:23:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:23,counterfactual,cfk:23:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:23,counterfactual,cfk:23:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:23,counterfactual,cfk:23:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:24,counterfactual,cfk:24:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:24,counterfactual,cfk:24:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:24,counterfactual,cfk:24:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:24,counterfactual,cfk:24:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:24,counterfactual,cfk:24:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:24,counterfactual,cfk:24:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:25,counterfactual,cfk:25:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:25,counterfactual,cfk:25:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:25,counterfactual,cfk:25:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:25,counterfactual,cfk:25:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,cfk:25,counterfactual,cfk:25:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,cfk:25,counterfactual,cfk:25:side5,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:1,counterfactual,wiki:1580208:1:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:1,counterfactual,wiki:1580208:1:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:1,counterfactual,wiki:1580208:1:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:1,counterfactual,wiki:1580208:1:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:1,counterfactual,wiki:1580208:1:side4,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:1,counterfactual,wiki:1580208:1:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:2,counterfactual,wiki:1580208:2:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:2,counterfactual,wiki:1580208:2:side1,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:2,counterfactual,wiki:1580208:2:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:2,counterfactual,wiki:1580208:2:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:2,counterfactual,wiki:1580208:2:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:1580208:2,counterfactual,wiki:1580208:2:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:51952678:2,counterfactual,wiki:51952678:2:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:51952678:2,counterfactual,wiki:51952678:2:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:51952678:2,counterfactual,wiki:51952678:2:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:51952678:2,counterfactual,wiki:51952678:2:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:51952678:2,counterfactual,wiki:51952678:2:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:51952678:2,counterfactual,wiki:51952678:2:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:1,counterfactual,wiki:109835:1:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:1,counterfactual,wiki:109835:1:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:1,counterfactual,wiki:109835:1:side2,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:1,counterfactual,wiki:109835:1:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:1,counterfactual,wiki:109835:1:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:1,counterfactual,wiki:109835:1:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:2,counterfactual,wiki:109835:2:target,target,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:2,counterfactual,wiki:109835:2:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:2,counterfactual,wiki:109835:2:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:2,counterfactual,wiki:109835:2:side3,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:2,counterfactual,wiki:109835:2:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:109835:2,counterfactual,wiki:109835:2:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:841542:2,counterfactual,wiki:841542:2:target,target,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:841542:2,counterfactual,wiki:841542:2:side1,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:841542:2,counterfactual,wiki:841542:2:side2,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:841542:2,counterfactual,wiki:841542:2:side3,side,True,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,wiki:841542:2,counterfactual,wiki:841542:2:side4,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,wiki:841542:2,counterfactual,wiki:841542:2:side5,side,True,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:1,fictional,fic:1:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:1,fictional,fic:1:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:1,fictional,fic:1:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:1,fictional,fic:1:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:1,fictional,fic:1:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:1,fictional,fic:1:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:2,fictional,fic:2:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:2,fictional,fic:2:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:2,fictional,fic:2:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:2,fictional,fic:2:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:2,fictional,fic:2:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:2,fictional,fic:2:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:3,fictional,fic:3:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:3,fictional,fic:3:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:3,fictional,fic:3:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:3,fictional,fic:3:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:3,fictional,fic:3:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:3,fictional,fic:3:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:4,fictional,fic:4:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:4,fictional,fic:4:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:4,fictional,fic:4:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:4,fictional,fic:4:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:4,fictional,fic:4:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:4,fictional,fic:4:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:5,fictional,fic:5:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:5,fictional,fic:5:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:5,fictional,fic:5:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:5,fictional,fic:5:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:5,fictional,fic:5:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:5,fictional,fic:5:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:6,fictional,fic:6:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:6,fictional,fic:6:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:6,fictional,fic:6:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:6,fictional,fic:6:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:6,fictional,fic:6:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:6,fictional,fic:6:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:7,fictional,fic:7:target,target,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:7,fictional,fic:7:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:7,fictional,fic:7:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:7,fictional,fic:7:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:7,fictional,fic:7:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:7,fictional,fic:7:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:8,fictional,fic:8:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:8,fictional,fic:8:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:8,fictional,fic:8:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:8,fictional,fic:8:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:8,fictional,fic:8:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:8,fictional,fic:8:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:9,fictional,fic:9:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:9,fictional,fic:9:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:9,fictional,fic:9:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:9,fictional,fic:9:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:9,fictional,fic:9:side4,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:9,fictional,fic:9:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:10,fictional,fic:10:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:10,fictional,fic:10:side1,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:10,fictional,fic:10:side2,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:10,fictional,fic:10:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:10,fictional,fic:10:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:10,fictional,fic:10:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:11,fictional,fic:11:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:11,fictional,fic:11:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:11,fictional,fic:11:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:11,fictional,fic:11:side3,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:11,fictional,fic:11:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:11,fictional,fic:11:side5,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:12,fictional,fic:12:target,target,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:12,fictional,fic:12:side1,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:12,fictional,fic:12:side2,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:12,fictional,fic:12:side3,side,False,True,True,True,False,,False,,True,False,False,False,False,False
control,baseline,none|none|none,fic:12,fictional,fic:12:side4,side,False,False,False,False,False,,False,,False,False,False,False,False,False
control,baseline,none|none|none,fic:12,fictional,fic:12:side5,side,False,True,True,True,False,,False,,True,False,False,False,False,False
