contrast,asks,dataset,depth,measure,arm_a,arm_b,n_pairs,shared_stages,mean_a,mean_b,delta,delta_lo,delta_hi,p_value,excludes_zero
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,2,side_f1,inform_shrink,control,20,0,0.5599999999999999,0.4,0.16,-0.09,0.4,0.2204,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,summary_words,inform_shrink,control,20,0,420.25,237.55,182.7,143.09875,217.75,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,summary_characters,inform_shrink,control,20,0,2666.35,1509.35,1157.0,901.3325000000002,1383.70125,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,estimated_tokens,inform_shrink,control,20,0,720.15,407.55,312.6,243.54375000000007,373.90124999999995,0.0,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,length_ratio,inform_shrink,control,20,0,1.1377599999999997,1.065685,0.07207499999999997,0.00273412499999994,0.13723575,0.0343,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,internal_repetition,inform_shrink,control,20,0,0.024792600000000005,0.006684949999999999,0.018107650000000003,0.008558212500000002,0.02883735624999999,0.0007,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,novel_token_rate,inform_shrink,control,20,0,0.13310500000000003,0.13142,0.001684999999999999,-0.043255999999999996,0.04307112499999999,0.9386,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,retained_token_rate,inform_shrink,control,20,0,0.9748399999999998,0.9198400000000001,0.05500000000000003,0.027789625000000023,0.08552025,0.0004,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,ngram_copy_rate,inform_shrink,control,20,0,0.7861549999999999,0.6281399999999999,0.158015,0.07025962499999999,0.25305674999999994,0.0003,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,target_fact_present,inform_shrink,control,20,0,0.95,0.95,0.0,-0.15,0.15,1.0,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,side_fact_retention,inform_shrink,control,20,0,0.5900000000000001,0.38,0.21000000000000002,0.07999999999999999,0.33999999999999997,0.0011,True
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,unsupported_count,inform_shrink,control,20,0,2.45,2.65,-0.2,-1.05,0.8,0.7117,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,unsupported_invented_count,inform_shrink,control,20,0,2.05,2.35,-0.3,-1.15,0.7,0.5785,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,unsupported_corrupted_count,inform_shrink,control,20,0,0.4,0.3,0.1,-0.2,0.4,0.6405,False
inform_shrink_vs_control,does merely knowing the receiver is small change the handoff?,fictional,3,unsupported_rate,inform_shrink,control,20,0,0.06526581668362516,0.11149561344311103,-0.046229796759485894,-0.07622428622887417,-0.016594293621453517,0.0029,True
