policy,budget_words,floor_words,n_messages,delivered_words_mean,delivered_words_sd,delivered_words_min,delivered_words_max,fill_ratio_mean,under_floor_rate,over_budget_rate,truncated_rate,correction_rate,shrink_corrections_mean,expand_corrections_mean,repetition_rate_mean,budget_tokens,api_max_tokens,completion_tokens_mean,delivered_estimated_tokens_mean,any_over_budget_delivered,replication,family,preference_id,lambda,lambda_infinite,future_share
scalar__l0,80,68,64,72.578125,2.764885757851173,68.0,79.0,0.9072265625,0.0,0.0,0.0,0.5625,0.046875,0.578125,0.0,108,238,152.734375,126.21875,False,scalar_probe,scalar,l0,0.0,False,0.0
scalar__l0p333,80,68,64,72.171875,3.2783788458844803,66.0,80.0,0.9021484375,0.015625,0.0,0.0,0.46875,0.0625,0.515625,0.00047359375,108,238,152.015625,125.734375,False,scalar_probe,scalar,l0p333,0.3333333333333333,False,0.25
scalar__l1,80,68,64,71.90625,2.8603404725744834,68.0,79.0,0.898828125,0.0,0.0,0.0,0.359375,0.0625,0.359375,0.0,108,238,136.84375,125.15625,False,scalar_probe,scalar,l1,1.0,False,0.5
scalar__l3,80,68,64,72.03125,3.2852182165205903,68.0,80.0,0.900390625,0.0,0.0,0.0,0.3125,0.03125,0.28125,0.0,108,238,126.578125,124.3125,False,scalar_probe,scalar,l3,3.0,False,0.75
scalar__linf,80,68,64,72.65625,3.409690904391784,68.0,80.0,0.908203125,0.0,0.0,0.0,0.328125,0.03125,0.34375,0.0,108,238,130.34375,124.921875,False,scalar_probe,scalar,linf,,True,1.0
