comparison,kind,treatment,control,from_depth,query_type,answerer_role,depth,metric,delta,lo,hi,p_value,n
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,target,secondary,6,judge_correct,0.0,-0.23529411764705882,0.23529411764705882,1.0,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,1,em,0.0,0.0,0.0,1.0,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,2,em,-0.058823529411764705,-0.17647058823529413,0.0,0.6196,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,3,em,0.058823529411764705,0.0,0.17647058823529413,0.6236,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,4,em,-0.058823529411764705,-0.23529411764705882,0.11764705882352941,0.7543,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,5,em,-0.058823529411764705,-0.23529411764705882,0.11764705882352941,0.7548,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,6,em,-0.058823529411764705,-0.17647058823529413,0.0,0.616,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,1,f1,0.0,0.0,0.0,1.0,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,2,f1,-0.02521008403361344,-0.07002801120448178,0.0,0.236,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,3,f1,0.06302521008403363,-0.011204481792717073,0.19058123249299566,0.3087,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,4,f1,-0.0225362872421696,-0.19480519480519481,0.1497326203208556,0.7891,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,5,f1,-0.0938375350140056,-0.2703081232492997,0.05322128851540617,0.258,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,6,f1,-0.06442577030812324,-0.18767507002801118,0.0,0.2223,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,1,judge_correct,0.0,0.0,0.0,1.0,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,2,judge_correct,-0.11764705882352941,-0.29411764705882354,0.0,0.2481,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,3,judge_correct,-0.058823529411764705,-0.23529411764705882,0.11764705882352941,0.7662,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,4,judge_correct,-0.17647058823529413,-0.4117647058823529,0.058823529411764705,0.2326,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,5,judge_correct,-0.23529411764705882,-0.47058823529411764,-0.058823529411764705,0.037,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,primary,6,judge_correct,-0.17647058823529413,-0.35294117647058826,0.0,0.0966,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,secondary,1,em,0.0,0.0,0.0,1.0,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,secondary,2,em,-0.058823529411764705,-0.23529411764705882,0.11764705882352941,0.7644,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,secondary,3,em,0.058823529411764705,-0.11764705882352941,0.23529411764705882,0.7643,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,secondary,4,em,0.058823529411764705,-0.11764705882352941,0.23529411764705882,0.7595,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,secondary,5,em,-0.058823529411764705,-0.17647058823529413,0.0,0.6254,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,secondary,6,em,0.0,0.0,0.0,1.0,17
xfam_rev_minus_homog_small,depth,xfam_small_rev,homog_small_matched,,heldout,secondary,1,f1,0.0,0.0,0.0,1.0,17
