comparison,mode,query_type,depth,metric,delta,lo,hi,p_value,n
depth_minus_direct,conditioned,target,1,em,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,1,f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,1,bertscore_f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,3,em,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,3,f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,3,bertscore_f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,5,em,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,5,f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,target,5,bertscore_f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,1,em,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,1,f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,1,bertscore_f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,3,em,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,3,f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,3,bertscore_f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,5,em,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,5,f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,generic,target,5,bertscore_f1,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,1,em,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,1,f1,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,1,bertscore_f1,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,3,em,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,3,f1,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,3,bertscore_f1,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,5,em,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,5,f1,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,target,5,bertscore_f1,0.0,0.0,0.0,1.0,2
depth_minus_direct,conditioned,heldout,1,em,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,conditioned,heldout,1,f1,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,conditioned,heldout,1,bertscore_f1,-1.029277,-1.0553899999999998,-1.003164,0.0,2
depth_minus_direct,conditioned,heldout,3,em,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,conditioned,heldout,3,f1,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,conditioned,heldout,3,bertscore_f1,-0.74105,-0.851677,-0.630423,0.0,2
depth_minus_direct,conditioned,heldout,5,em,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,conditioned,heldout,5,f1,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,conditioned,heldout,5,bertscore_f1,-0.9535334999999999,-1.0553899999999998,-0.851677,0.0,2
depth_minus_direct,generic,heldout,1,em,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,generic,heldout,1,f1,-0.75,-1.0,-0.5,0.0,2
depth_minus_direct,generic,heldout,1,bertscore_f1,-0.9213024999999999,-1.003164,-0.8394409999999999,0.0,2
depth_minus_direct,generic,heldout,3,em,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,generic,heldout,3,f1,-0.75,-1.0,-0.5,0.0,2
depth_minus_direct,generic,heldout,3,bertscore_f1,-0.955001,-1.003164,-0.9068379999999999,0.0,2
depth_minus_direct,generic,heldout,5,em,-1.0,-1.0,-1.0,0.0,2
depth_minus_direct,generic,heldout,5,f1,-0.75,-1.0,-0.5,0.0,2
depth_minus_direct,generic,heldout,5,bertscore_f1,-0.9153975,-0.923957,-0.9068379999999999,0.0,2
conditioned_minus_generic,conditioned_minus_generic,heldout,1,em,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,heldout,1,f1,-0.25,-0.5,0.0,0.5064,2
conditioned_minus_generic,conditioned_minus_generic,heldout,1,bertscore_f1,-0.1079745,-0.215949,0.0,0.5064,2
conditioned_minus_generic,conditioned_minus_generic,heldout,3,em,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,heldout,3,f1,-0.25,-0.5,0.0,0.5064,2
conditioned_minus_generic,conditioned_minus_generic,heldout,3,bertscore_f1,0.213951,0.151487,0.276415,0.0,2
conditioned_minus_generic,conditioned_minus_generic,heldout,5,em,0.0,0.0,0.0,1.0,2
conditioned_minus_generic,conditioned_minus_generic,heldout,5,f1,-0.25,-0.5,0.0,0.5064,2
conditioned_minus_generic,conditioned_minus_generic,heldout,5,bertscore_f1,-0.03813599999999999,-0.148552,0.07228000000000001,0.5064,2
