measure,budget_words,family,levels,slope,slope_lo,slope_hi,r_squared,n
tv_mismatch,40.0,preserve,5,-0.32507365319865306,-0.38488235216750866,-0.26756201336279456,0.18463048848461106,320
tv_mismatch,40.0,pointer,5,-0.001525673400673883,-0.04584911616161606,0.044665404040403235,3.296417930620521e-06,320
tv_mismatch,80.0,preserve,5,-0.3831939183501681,-0.4103025699705385,-0.35670507154882125,0.29136966532726594,320
tv_mismatch,80.0,pointer,5,-0.035274621212121174,-0.08097971906565749,-2.9079817335310687e-16,0.003178946466635413,320
js_mismatch,40.0,preserve,7,-0.24039719824826963,-0.2982002038844399,-0.1879327745376979,0.08554349378058401,320
js_mismatch,40.0,pointer,7,0.005558563551149404,-0.040769564377660994,0.0583871809480792,3.707085259896381e-05,320
js_mismatch,80.0,preserve,7,-0.43586056955303887,-0.47169434358773193,-0.4017115504999369,0.3193674045718301,320
js_mismatch,80.0,pointer,7,-0.04634635587315869,-0.10598303613702424,-5.468882218077469e-16,0.004649197398712834,320
