policy,display,context_id,rotation_id,target_words,delivered_words,fill_ratio,source_words,retention_fraction,selected_unit_count,declared_selected_unit_count,units_skipped_for_fit,empty_message,over_budget
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,80,80,1.0,472,0.1694915254237288,4,4,16,False,False
lm_generic,lm_elimination_generic,rel:23,-,160,155,0.96875,472,0.3283898305084746,7,7,13,False,False
lm_generic,lm_elimination_generic,rel:23,-,20,18,0.9,472,0.038135593220338986,1,1,19,False,False
lm_generic,lm_elimination_generic,rel:23,-,40,24,0.6,472,0.05084745762711865,1,1,19,False,False
lm_generic,lm_elimination_generic,rel:23,-,80,67,0.8375,472,0.1419491525423729,3,3,17,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,160,145,0.90625,472,0.3072033898305085,6,6,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,160,150,0.9375,472,0.3177966101694915,6,6,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,160,145,0.90625,472,0.3072033898305085,6,6,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,160,155,0.96875,472,0.3283898305084746,7,7,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,20,18,0.9,472,0.038135593220338986,1,1,19,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,20,19,0.95,472,0.04025423728813559,1,1,19,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,20,18,0.9,472,0.038135593220338986,1,1,19,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,20,19,0.95,472,0.04025423728813559,1,1,19,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,40,32,0.8,472,0.06779661016949153,1,1,19,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,40,39,0.975,472,0.0826271186440678,2,2,18,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,40,37,0.925,472,0.07838983050847458,2,2,18,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,40,23,0.575,472,0.048728813559322036,1,1,19,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,80,80,1.0,472,0.1694915254237288,3,3,17,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,80,80,1.0,472,0.1694915254237288,3,3,17,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,80,67,0.8375,472,0.1419491525423729,3,3,17,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,80,66,0.825,472,0.13983050847457626,3,3,17,False,False
nonllm_generic,nonllm_elimination_generic,rel:23,-,160,143,0.89375,472,0.3029661016949153,5,5,15,False,False
nonllm_generic,nonllm_elimination_generic,rel:23,-,20,20,1.0,472,0.0423728813559322,1,1,19,False,False
nonllm_generic,nonllm_elimination_generic,rel:23,-,40,30,0.75,472,0.0635593220338983,1,1,19,False,False
nonllm_generic,nonllm_elimination_generic,rel:23,-,80,80,1.0,472,0.1694915254237288,3,3,17,False,False
oracle,summary_oracle,rel:23,-,160,149,0.93125,472,0.3156779661016949,1,,,False,False
oracle,summary_oracle,rel:23,-,20,20,1.0,472,0.0423728813559322,0,,,False,False
oracle,summary_oracle,rel:23,-,40,37,0.925,472,0.07838983050847458,0,,,False,False
oracle,summary_oracle,rel:23,-,80,78,0.975,472,0.1652542372881356,0,,,False,False
paraphrase,paraphrase,rel:23,-,160,138,0.8625,472,0.2923728813559322,1,,,False,False
paraphrase,paraphrase,rel:23,-,20,18,0.9,472,0.038135593220338986,0,,,False,False
paraphrase,paraphrase,rel:23,-,40,38,0.95,472,0.08050847457627118,0,,,False,False
paraphrase,paraphrase,rel:23,-,80,78,0.975,472,0.1652542372881356,0,,,False,False
passthrough,passthrough (prefix),rel:23,-,160,154,0.9625,472,0.326271186440678,7,7,13,False,False
passthrough,passthrough (prefix),rel:23,-,20,20,1.0,472,0.0423728813559322,1,1,19,False,False
passthrough,passthrough (prefix),rel:23,-,40,23,0.575,472,0.048728813559322036,1,1,19,False,False
passthrough,passthrough (prefix),rel:23,-,80,72,0.9,472,0.15254237288135594,3,3,17,False,False
random_selection,random_selection,rel:23,-,160,143,0.89375,472,0.3029661016949153,6,6,14,False,False
random_selection,random_selection,rel:23,-,20,20,1.0,472,0.0423728813559322,1,1,19,False,False
random_selection,random_selection,rel:23,-,40,24,0.6,472,0.05084745762711865,1,1,19,False,False
random_selection,random_selection,rel:23,-,80,64,0.8,472,0.13559322033898305,3,3,17,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:custom:anchor,160,153,0.95625,472,0.3241525423728814,1,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:facilities:anchor,160,153,0.95625,472,0.3241525423728814,1,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:finance:anchor,160,146,0.9125,472,0.3093220338983051,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:founding:anchor,160,138,0.8625,472,0.2923728813559322,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:custom:anchor,20,20,1.0,472,0.0423728813559322,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:facilities:anchor,20,20,1.0,472,0.0423728813559322,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:finance:anchor,20,19,0.95,472,0.04025423728813559,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:founding:anchor,20,17,0.85,472,0.036016949152542374,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:custom:anchor,40,39,0.975,472,0.0826271186440678,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:facilities:anchor,40,40,1.0,472,0.0847457627118644,2,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:finance:anchor,40,35,0.875,472,0.07415254237288135,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:founding:anchor,40,34,0.85,472,0.07203389830508475,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:custom:anchor,80,71,0.8875,472,0.1504237288135593,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:facilities:anchor,80,69,0.8625,472,0.1461864406779661,1,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:finance:anchor,80,74,0.925,472,0.15677966101694915,0,,,False,False
reusable,summary_reusable,rel:23,rel:23|cond=rel:23:founding:anchor,80,68,0.85,472,0.1440677966101695,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,160,141,0.88125,496,0.2842741935483871,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,160,137,0.85625,496,0.2762096774193548,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,160,144,0.9,496,0.2903225806451613,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,160,143,0.89375,496,0.28830645161290325,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,20,19,0.95,496,0.038306451612903226,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,20,18,0.9,496,0.036290322580645164,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,20,18,0.9,496,0.036290322580645164,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,20,17,0.85,496,0.034274193548387094,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,40,39,0.975,496,0.07862903225806452,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,40,37,0.925,496,0.07459677419354839,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,40,35,0.875,496,0.07056451612903226,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,40,37,0.925,496,0.07459677419354839,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,80,77,0.9625,496,0.15524193548387097,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,80,73,0.9125,496,0.14717741935483872,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,80,73,0.9125,496,0.14717741935483872,0,,,False,False
conditioned,summary_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,80,72,0.9,496,0.14516129032258066,0,,,False,False
generic,summary_generic,rel:25,-,160,142,0.8875,496,0.2862903225806452,0,,,False,False
generic,summary_generic,rel:25,-,20,20,1.0,496,0.04032258064516129,0,,,False,False
generic,summary_generic,rel:25,-,40,37,0.925,496,0.07459677419354839,0,,,False,False
generic,summary_generic,rel:25,-,80,76,0.95,496,0.1532258064516129,0,,,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,160,158,0.9875,496,0.3185483870967742,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,160,150,0.9375,496,0.3024193548387097,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,160,156,0.975,496,0.31451612903225806,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,160,152,0.95,496,0.3064516129032258,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,40,39,0.975,496,0.07862903225806452,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,40,33,0.825,496,0.06653225806451613,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,40,20,0.5,496,0.04032258064516129,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,40,25,0.625,496,0.05040322580645161,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,80,80,1.0,496,0.16129032258064516,3,3,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,80,80,1.0,496,0.16129032258064516,3,3,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,80,63,0.7875,496,0.12701612903225806,2,2,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,80,64,0.8,496,0.12903225806451613,2,2,14,False,False
lm_generic,lm_elimination_generic,rel:25,-,160,156,0.975,496,0.31451612903225806,5,5,11,False,False
lm_generic,lm_elimination_generic,rel:25,-,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
lm_generic,lm_elimination_generic,rel:25,-,40,30,0.75,496,0.06048387096774194,1,1,15,False,False
lm_generic,lm_elimination_generic,rel:25,-,80,79,0.9875,496,0.1592741935483871,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,160,156,0.975,496,0.31451612903225806,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,160,156,0.975,496,0.31451612903225806,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,160,144,0.9,496,0.2903225806451613,4,4,12,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,160,154,0.9625,496,0.31048387096774194,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,40,39,0.975,496,0.07862903225806452,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,40,33,0.825,496,0.06653225806451613,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,40,34,0.85,496,0.06854838709677419,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,40,25,0.625,496,0.05040322580645161,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:custom:anchor,80,77,0.9625,496,0.15524193548387097,2,2,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:facilities:anchor,80,80,1.0,496,0.16129032258064516,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:finance:anchor,80,77,0.9625,496,0.15524193548387097,2,2,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:25,rel:25|cond=rel:25:founding:anchor,80,75,0.9375,496,0.15120967741935484,3,3,13,False,False
nonllm_generic,nonllm_elimination_generic,rel:25,-,160,158,0.9875,496,0.3185483870967742,5,5,11,False,False
nonllm_generic,nonllm_elimination_generic,rel:25,-,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
nonllm_generic,nonllm_elimination_generic,rel:25,-,40,39,0.975,496,0.07862903225806452,1,1,15,False,False
nonllm_generic,nonllm_elimination_generic,rel:25,-,80,73,0.9125,496,0.14717741935483872,2,2,14,False,False
oracle,summary_oracle,rel:25,-,160,146,0.9125,496,0.29435483870967744,0,,,False,False
oracle,summary_oracle,rel:25,-,20,18,0.9,496,0.036290322580645164,0,,,False,False
oracle,summary_oracle,rel:25,-,40,39,0.975,496,0.07862903225806452,0,,,False,False
oracle,summary_oracle,rel:25,-,80,77,0.9625,496,0.15524193548387097,0,,,False,False
paraphrase,paraphrase,rel:25,-,160,139,0.86875,496,0.28024193548387094,0,,,False,False
paraphrase,paraphrase,rel:25,-,20,18,0.9,496,0.036290322580645164,0,,,False,False
paraphrase,paraphrase,rel:25,-,40,37,0.925,496,0.07459677419354839,0,,,False,False
paraphrase,paraphrase,rel:25,-,80,72,0.9,496,0.14516129032258066,0,,,False,False
passthrough,passthrough (prefix),rel:25,-,160,160,1.0,496,0.3225806451612903,6,6,10,False,False
passthrough,passthrough (prefix),rel:25,-,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
passthrough,passthrough (prefix),rel:25,-,40,25,0.625,496,0.05040322580645161,1,1,15,False,False
passthrough,passthrough (prefix),rel:25,-,80,75,0.9375,496,0.15120967741935484,3,3,13,False,False
random_selection,random_selection,rel:25,-,160,153,0.95625,496,0.3084677419354839,5,5,11,False,False
random_selection,random_selection,rel:25,-,20,20,1.0,496,0.04032258064516129,1,1,15,False,False
random_selection,random_selection,rel:25,-,40,31,0.775,496,0.0625,1,1,15,False,False
random_selection,random_selection,rel:25,-,80,71,0.8875,496,0.1431451612903226,3,3,13,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:custom:anchor,160,150,0.9375,496,0.3024193548387097,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:facilities:anchor,160,153,0.95625,496,0.3084677419354839,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:finance:anchor,160,156,0.975,496,0.31451612903225806,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:founding:anchor,160,143,0.89375,496,0.28830645161290325,1,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:custom:anchor,20,17,0.85,496,0.034274193548387094,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:facilities:anchor,20,17,0.85,496,0.034274193548387094,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:finance:anchor,20,18,0.9,496,0.036290322580645164,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:founding:anchor,20,18,0.9,496,0.036290322580645164,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:custom:anchor,40,35,0.875,496,0.07056451612903226,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:facilities:anchor,40,35,0.875,496,0.07056451612903226,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:finance:anchor,40,37,0.925,496,0.07459677419354839,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:founding:anchor,40,39,0.975,496,0.07862903225806452,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:custom:anchor,80,75,0.9375,496,0.15120967741935484,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:facilities:anchor,80,71,0.8875,496,0.1431451612903226,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:finance:anchor,80,68,0.85,496,0.13709677419354838,0,,,False,False
reusable,summary_reusable,rel:25,rel:25|cond=rel:25:founding:anchor,80,73,0.9125,496,0.14717741935483872,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,160,154,0.9625,451,0.34146341463414637,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,160,137,0.85625,451,0.30376940133037694,1,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,160,143,0.89375,451,0.3170731707317073,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,160,149,0.93125,451,0.3303769401330377,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,20,17,0.85,451,0.037694013303769404,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,20,19,0.95,451,0.04212860310421286,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,20,20,1.0,451,0.04434589800443459,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,20,18,0.9,451,0.03991130820399113,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,40,40,1.0,451,0.08869179600886919,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,40,35,0.875,451,0.07760532150776053,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,40,40,1.0,451,0.08869179600886919,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,40,34,0.85,451,0.07538802660753881,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,80,73,0.9125,451,0.16186252771618626,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,80,75,0.9375,451,0.1662971175166297,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,80,68,0.85,451,0.15077605321507762,0,,,False,False
conditioned,summary_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,80,76,0.95,451,0.16851441241685144,0,,,False,False
generic,summary_generic,rel:28,-,160,146,0.9125,451,0.3237250554323725,0,,,False,False
generic,summary_generic,rel:28,-,20,19,0.95,451,0.04212860310421286,0,,,False,False
generic,summary_generic,rel:28,-,40,37,0.925,451,0.082039911308204,0,,,False,False
generic,summary_generic,rel:28,-,80,69,0.8625,451,0.15299334811529933,0,,,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,160,149,0.93125,451,0.3303769401330377,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,160,137,0.85625,451,0.30376940133037694,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,160,143,0.89375,451,0.3170731707317073,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,160,144,0.9,451,0.31929046563192903,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,20,0,0.0,451,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,20,0,0.0,451,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,20,0,0.0,451,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,20,0,0.0,451,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,40,28,0.7,451,0.06208425720620843,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,40,35,0.875,451,0.07760532150776053,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,40,25,0.625,451,0.05543237250554324,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,40,33,0.825,451,0.07317073170731707,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,80,76,0.95,451,0.16851441241685144,3,3,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,80,63,0.7875,451,0.13968957871396895,2,2,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,80,79,0.9875,451,0.17516629711751663,3,3,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,80,80,1.0,451,0.17738359201773837,3,3,13,False,False
lm_generic,lm_elimination_generic,rel:28,-,160,144,0.9,451,0.31929046563192903,5,5,11,False,False
lm_generic,lm_elimination_generic,rel:28,-,20,0,0.0,451,0.0,0,0,16,True,False
lm_generic,lm_elimination_generic,rel:28,-,40,27,0.675,451,0.0598669623059867,1,1,15,False,False
lm_generic,lm_elimination_generic,rel:28,-,80,80,1.0,451,0.17738359201773837,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,160,140,0.875,451,0.31042128603104213,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,160,150,0.9375,451,0.3325942350332594,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,160,158,0.9875,451,0.35033259423503327,6,6,10,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,160,155,0.96875,451,0.3436807095343681,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,20,0,0.0,451,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,20,0,0.0,451,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,20,0,0.0,451,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,20,0,0.0,451,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,40,28,0.7,451,0.06208425720620843,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,40,35,0.875,451,0.07760532150776053,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,40,25,0.625,451,0.05543237250554324,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,40,33,0.825,451,0.07317073170731707,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:custom:anchor,80,61,0.7625,451,0.1352549889135255,2,2,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:facilities:anchor,80,62,0.775,451,0.13747228381374724,2,2,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:finance:anchor,80,71,0.8875,451,0.1574279379157428,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:28,rel:28|cond=rel:28:founding:anchor,80,68,0.85,451,0.15077605321507762,2,2,14,False,False
nonllm_generic,nonllm_elimination_generic,rel:28,-,160,149,0.93125,451,0.3303769401330377,5,5,11,False,False
nonllm_generic,nonllm_elimination_generic,rel:28,-,20,0,0.0,451,0.0,0,0,16,True,False
nonllm_generic,nonllm_elimination_generic,rel:28,-,40,26,0.65,451,0.057649667405764965,1,1,15,False,False
nonllm_generic,nonllm_elimination_generic,rel:28,-,80,80,1.0,451,0.17738359201773837,3,3,13,False,False
oracle,summary_oracle,rel:28,-,160,150,0.9375,451,0.3325942350332594,0,,,False,False
oracle,summary_oracle,rel:28,-,20,18,0.9,451,0.03991130820399113,0,,,False,False
oracle,summary_oracle,rel:28,-,40,34,0.85,451,0.07538802660753881,0,,,False,False
oracle,summary_oracle,rel:28,-,80,75,0.9375,451,0.1662971175166297,0,,,False,False
paraphrase,paraphrase,rel:28,-,160,140,0.875,451,0.31042128603104213,0,,,False,False
paraphrase,paraphrase,rel:28,-,20,19,0.95,451,0.04212860310421286,0,,,False,False
paraphrase,paraphrase,rel:28,-,40,38,0.95,451,0.08425720620842572,0,,,False,False
paraphrase,paraphrase,rel:28,-,80,78,0.975,451,0.1729490022172949,0,,,False,False
passthrough,passthrough (prefix),rel:28,-,160,154,0.9625,451,0.34146341463414637,5,5,11,False,False
