policy,display,context_id,rotation_id,target_words,delivered_words,fill_ratio,source_words,retention_fraction,selected_unit_count,declared_selected_unit_count,units_skipped_for_fit,empty_message,over_budget
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,160,139,0.86875,484,0.2871900826446281,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,160,139,0.86875,484,0.2871900826446281,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,20,18,0.9,484,0.0371900826446281,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,20,18,0.9,484,0.0371900826446281,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,20,17,0.85,484,0.03512396694214876,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,20,18,0.9,484,0.0371900826446281,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,40,36,0.9,484,0.0743801652892562,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,40,35,0.875,484,0.07231404958677685,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,40,40,1.0,484,0.08264462809917356,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,40,37,0.925,484,0.07644628099173553,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,80,76,0.95,484,0.15702479338842976,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,80,77,0.9625,484,0.1590909090909091,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,80,71,0.8875,484,0.14669421487603307,0,,,False,False
conditioned,summary_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,80,68,0.85,484,0.14049586776859505,0,,,False,False
generic,summary_generic,rel:21,-,160,147,0.91875,484,0.3037190082644628,0,,,False,False
generic,summary_generic,rel:21,-,20,19,0.95,484,0.03925619834710744,0,,,False,False
generic,summary_generic,rel:21,-,40,38,0.95,484,0.07851239669421488,0,,,False,False
generic,summary_generic,rel:21,-,80,70,0.875,484,0.1446280991735537,0,,,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,160,159,0.99375,484,0.3285123966942149,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,160,147,0.91875,484,0.3037190082644628,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,160,151,0.94375,484,0.3119834710743802,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,160,154,0.9625,484,0.3181818181818182,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,20,0,0.0,484,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,20,0,0.0,484,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,20,0,0.0,484,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,20,0,0.0,484,0.0,0,0,16,True,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,40,28,0.7,484,0.05785123966942149,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,40,29,0.725,484,0.05991735537190083,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,40,31,0.775,484,0.0640495867768595,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,40,27,0.675,484,0.05578512396694215,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,80,60,0.75,484,0.12396694214876033,2,2,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,80,78,0.975,484,0.16115702479338842,3,3,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,80,62,0.775,484,0.128099173553719,2,2,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,80,59,0.7375,484,0.12190082644628099,2,2,14,False,False
lm_generic,lm_elimination_generic,rel:21,-,160,153,0.95625,484,0.31611570247933884,5,5,11,False,False
lm_generic,lm_elimination_generic,rel:21,-,20,0,0.0,484,0.0,0,0,16,True,False
lm_generic,lm_elimination_generic,rel:21,-,40,31,0.775,484,0.0640495867768595,1,1,15,False,False
lm_generic,lm_elimination_generic,rel:21,-,80,79,0.9875,484,0.16322314049586778,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,160,147,0.91875,484,0.3037190082644628,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,160,160,1.0,484,0.3305785123966942,6,6,10,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,160,144,0.9,484,0.2975206611570248,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,160,152,0.95,484,0.3140495867768595,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,20,0,0.0,484,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,20,0,0.0,484,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,20,0,0.0,484,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,20,0,0.0,484,0.0,0,0,16,True,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,40,31,0.775,484,0.0640495867768595,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,40,29,0.725,484,0.05991735537190083,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,40,31,0.775,484,0.0640495867768595,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,40,27,0.675,484,0.05578512396694215,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:custom:anchor,80,65,0.8125,484,0.13429752066115702,2,2,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:facilities:anchor,80,78,0.975,484,0.16115702479338842,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:finance:anchor,80,80,1.0,484,0.1652892561983471,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:21,rel:21|cond=rel:21:founding:anchor,80,77,0.9625,484,0.1590909090909091,3,3,13,False,False
nonllm_generic,nonllm_elimination_generic,rel:21,-,160,143,0.89375,484,0.29545454545454547,4,4,12,False,False
nonllm_generic,nonllm_elimination_generic,rel:21,-,20,0,0.0,484,0.0,0,0,16,True,False
nonllm_generic,nonllm_elimination_generic,rel:21,-,40,31,0.775,484,0.0640495867768595,1,1,15,False,False
nonllm_generic,nonllm_elimination_generic,rel:21,-,80,74,0.925,484,0.15289256198347106,2,2,14,False,False
oracle,summary_oracle,rel:21,-,160,137,0.85625,484,0.2830578512396694,0,,,False,False
oracle,summary_oracle,rel:21,-,20,17,0.85,484,0.03512396694214876,0,,,False,False
oracle,summary_oracle,rel:21,-,40,34,0.85,484,0.07024793388429752,0,,,False,False
oracle,summary_oracle,rel:21,-,80,74,0.925,484,0.15289256198347106,0,,,False,False
paraphrase,paraphrase,rel:21,-,160,147,0.91875,484,0.3037190082644628,0,,,False,False
paraphrase,paraphrase,rel:21,-,20,18,0.9,484,0.0371900826446281,0,,,False,False
paraphrase,paraphrase,rel:21,-,40,40,1.0,484,0.08264462809917356,0,,,False,False
paraphrase,paraphrase,rel:21,-,80,75,0.9375,484,0.15495867768595042,0,,,False,False
passthrough,passthrough (prefix),rel:21,-,160,147,0.91875,484,0.3037190082644628,5,5,11,False,False
passthrough,passthrough (prefix),rel:21,-,20,0,0.0,484,0.0,0,0,16,True,False
passthrough,passthrough (prefix),rel:21,-,40,27,0.675,484,0.05578512396694215,1,1,15,False,False
passthrough,passthrough (prefix),rel:21,-,80,80,1.0,484,0.1652892561983471,3,3,13,False,False
random_selection,random_selection,rel:21,-,160,143,0.89375,484,0.29545454545454547,5,5,11,False,False
random_selection,random_selection,rel:21,-,20,0,0.0,484,0.0,0,0,16,True,False
random_selection,random_selection,rel:21,-,40,22,0.55,484,0.045454545454545456,1,1,15,False,False
random_selection,random_selection,rel:21,-,80,65,0.8125,484,0.13429752066115702,2,2,14,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:custom:anchor,160,144,0.9,484,0.2975206611570248,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:facilities:anchor,160,145,0.90625,484,0.29958677685950413,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:finance:anchor,160,143,0.89375,484,0.29545454545454547,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:founding:anchor,160,136,0.85,484,0.2809917355371901,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:custom:anchor,20,18,0.9,484,0.0371900826446281,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:facilities:anchor,20,20,1.0,484,0.04132231404958678,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:finance:anchor,20,19,0.95,484,0.03925619834710744,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:founding:anchor,20,18,0.9,484,0.0371900826446281,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:custom:anchor,40,36,0.9,484,0.0743801652892562,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:facilities:anchor,40,36,0.9,484,0.0743801652892562,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:finance:anchor,40,35,0.875,484,0.07231404958677685,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:founding:anchor,40,39,0.975,484,0.08057851239669421,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:custom:anchor,80,74,0.925,484,0.15289256198347106,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:facilities:anchor,80,73,0.9125,484,0.15082644628099173,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:finance:anchor,80,68,0.85,484,0.14049586776859505,0,,,False,False
reusable,summary_reusable,rel:21,rel:21|cond=rel:21:founding:anchor,80,73,0.9125,484,0.15082644628099173,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,160,150,0.9375,452,0.33185840707964603,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,160,138,0.8625,452,0.3053097345132743,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,160,136,0.85,452,0.3008849557522124,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,160,144,0.9,452,0.3185840707964602,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,20,17,0.85,452,0.03761061946902655,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,20,17,0.85,452,0.03761061946902655,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,20,19,0.95,452,0.0420353982300885,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,20,17,0.85,452,0.03761061946902655,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,40,39,0.975,452,0.08628318584070796,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,40,38,0.95,452,0.084070796460177,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,40,34,0.85,452,0.0752212389380531,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,40,38,0.95,452,0.084070796460177,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,80,69,0.8625,452,0.15265486725663716,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,80,68,0.85,452,0.1504424778761062,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,80,68,0.85,452,0.1504424778761062,0,,,False,False
conditioned,summary_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,80,71,0.8875,452,0.1570796460176991,0,,,False,False
generic,summary_generic,rel:22,-,160,149,0.93125,452,0.32964601769911506,0,,,False,False
generic,summary_generic,rel:22,-,20,18,0.9,452,0.03982300884955752,0,,,False,False
generic,summary_generic,rel:22,-,40,37,0.925,452,0.08185840707964602,0,,,False,False
generic,summary_generic,rel:22,-,80,71,0.8875,452,0.1570796460176991,0,,,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,160,156,0.975,452,0.34513274336283184,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,160,150,0.9375,452,0.33185840707964603,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,160,160,1.0,452,0.35398230088495575,6,6,10,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,160,150,0.9375,452,0.33185840707964603,5,5,11,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,40,36,0.9,452,0.07964601769911504,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,40,39,0.975,452,0.08628318584070796,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,40,29,0.725,452,0.06415929203539823,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,40,30,0.75,452,0.06637168141592921,1,1,15,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,80,65,0.8125,452,0.14380530973451328,2,2,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,80,68,0.85,452,0.1504424778761062,2,2,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,80,65,0.8125,452,0.14380530973451328,2,2,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,80,78,0.975,452,0.17256637168141592,3,3,13,False,False
lm_generic,lm_elimination_generic,rel:22,-,160,142,0.8875,452,0.3141592920353982,5,5,11,False,False
lm_generic,lm_elimination_generic,rel:22,-,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
lm_generic,lm_elimination_generic,rel:22,-,40,28,0.7,452,0.061946902654867256,1,1,15,False,False
lm_generic,lm_elimination_generic,rel:22,-,80,77,0.9625,452,0.17035398230088494,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,160,154,0.9625,452,0.3407079646017699,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,160,160,1.0,452,0.35398230088495575,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,160,156,0.975,452,0.34513274336283184,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,160,151,0.94375,452,0.334070796460177,5,5,11,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,40,36,0.9,452,0.07964601769911504,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,40,39,0.975,452,0.08628318584070796,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,40,29,0.725,452,0.06415929203539823,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,40,30,0.75,452,0.06637168141592921,1,1,15,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:custom:anchor,80,65,0.8125,452,0.14380530973451328,2,2,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:facilities:anchor,80,69,0.8625,452,0.15265486725663716,2,2,14,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:finance:anchor,80,78,0.975,452,0.17256637168141592,3,3,13,False,False
nonllm_conditioned,nonllm_elimination_conditioned,rel:22,rel:22|cond=rel:22:founding:anchor,80,78,0.975,452,0.17256637168141592,3,3,13,False,False
nonllm_generic,nonllm_elimination_generic,rel:22,-,160,160,1.0,452,0.35398230088495575,5,5,11,False,False
nonllm_generic,nonllm_elimination_generic,rel:22,-,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
nonllm_generic,nonllm_elimination_generic,rel:22,-,40,39,0.975,452,0.08628318584070796,1,1,15,False,False
nonllm_generic,nonllm_elimination_generic,rel:22,-,80,68,0.85,452,0.1504424778761062,2,2,14,False,False
oracle,summary_oracle,rel:22,-,160,148,0.925,452,0.3274336283185841,0,,,False,False
oracle,summary_oracle,rel:22,-,20,19,0.95,452,0.0420353982300885,0,,,False,False
oracle,summary_oracle,rel:22,-,40,38,0.95,452,0.084070796460177,0,,,False,False
oracle,summary_oracle,rel:22,-,80,76,0.95,452,0.168141592920354,0,,,False,False
paraphrase,paraphrase,rel:22,-,160,145,0.90625,452,0.32079646017699115,0,,,False,False
paraphrase,paraphrase,rel:22,-,20,18,0.9,452,0.03982300884955752,0,,,False,False
paraphrase,paraphrase,rel:22,-,40,40,1.0,452,0.08849557522123894,0,,,False,False
paraphrase,paraphrase,rel:22,-,80,75,0.9375,452,0.16592920353982302,0,,,False,False
passthrough,passthrough (prefix),rel:22,-,160,146,0.9125,452,0.3230088495575221,5,5,11,False,False
passthrough,passthrough (prefix),rel:22,-,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
passthrough,passthrough (prefix),rel:22,-,40,30,0.75,452,0.06637168141592921,1,1,15,False,False
passthrough,passthrough (prefix),rel:22,-,80,79,0.9875,452,0.1747787610619469,3,3,13,False,False
random_selection,random_selection,rel:22,-,160,154,0.9625,452,0.3407079646017699,5,5,11,False,False
random_selection,random_selection,rel:22,-,20,20,1.0,452,0.04424778761061947,1,1,15,False,False
random_selection,random_selection,rel:22,-,40,27,0.675,452,0.059734513274336286,1,1,15,False,False
random_selection,random_selection,rel:22,-,80,66,0.825,452,0.14601769911504425,2,2,14,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:custom:anchor,160,146,0.9125,452,0.3230088495575221,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:facilities:anchor,160,137,0.85625,452,0.3030973451327434,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:finance:anchor,160,141,0.88125,452,0.31194690265486724,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:founding:anchor,160,141,0.88125,452,0.31194690265486724,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:custom:anchor,20,17,0.85,452,0.03761061946902655,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:facilities:anchor,20,17,0.85,452,0.03761061946902655,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:finance:anchor,20,18,0.9,452,0.03982300884955752,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:founding:anchor,20,17,0.85,452,0.03761061946902655,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:custom:anchor,40,34,0.85,452,0.0752212389380531,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:facilities:anchor,40,36,0.9,452,0.07964601769911504,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:finance:anchor,40,39,0.975,452,0.08628318584070796,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:founding:anchor,40,38,0.95,452,0.084070796460177,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:custom:anchor,80,75,0.9375,452,0.16592920353982302,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:facilities:anchor,80,73,0.9125,452,0.16150442477876106,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:finance:anchor,80,69,0.8625,452,0.15265486725663716,0,,,False,False
reusable,summary_reusable,rel:22,rel:22|cond=rel:22:founding:anchor,80,71,0.8875,452,0.1570796460176991,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,160,157,0.98125,472,0.3326271186440678,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,160,145,0.90625,472,0.3072033898305085,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,160,141,0.88125,472,0.298728813559322,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,160,140,0.875,472,0.2966101694915254,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,20,20,1.0,472,0.0423728813559322,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,20,19,0.95,472,0.04025423728813559,1,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,20,17,0.85,472,0.036016949152542374,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,20,19,0.95,472,0.04025423728813559,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,40,34,0.85,472,0.07203389830508475,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,40,38,0.95,472,0.08050847457627118,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,40,34,0.85,472,0.07203389830508475,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,40,35,0.875,472,0.07415254237288135,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,80,76,0.95,472,0.16101694915254236,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,80,76,0.95,472,0.16101694915254236,2,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,80,69,0.8625,472,0.1461864406779661,0,,,False,False
conditioned,summary_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,80,70,0.875,472,0.1483050847457627,0,,,False,False
generic,summary_generic,rel:23,-,160,138,0.8625,472,0.2923728813559322,0,,,False,False
generic,summary_generic,rel:23,-,20,20,1.0,472,0.0423728813559322,0,,,False,False
generic,summary_generic,rel:23,-,40,36,0.9,472,0.07627118644067797,0,,,False,False
generic,summary_generic,rel:23,-,80,75,0.9375,472,0.15889830508474576,1,,,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,160,149,0.93125,472,0.3156779661016949,6,6,14,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,160,157,0.98125,472,0.3326271186440678,7,7,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,160,158,0.9875,472,0.3347457627118644,7,7,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,160,154,0.9625,472,0.326271186440678,7,7,13,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,20,20,1.0,472,0.0423728813559322,1,1,19,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,20,19,0.95,472,0.04025423728813559,1,1,19,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,20,18,0.9,472,0.038135593220338986,1,1,19,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,20,20,1.0,472,0.0423728813559322,1,1,19,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,40,30,0.75,472,0.0635593220338983,1,1,19,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,40,39,0.975,472,0.0826271186440678,2,2,18,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,40,37,0.925,472,0.07838983050847458,2,2,18,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:founding:anchor,40,23,0.575,472,0.048728813559322036,1,1,19,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:custom:anchor,80,80,1.0,472,0.1694915254237288,3,3,17,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:facilities:anchor,80,74,0.925,472,0.15677966101694915,3,3,17,False,False
lm_conditioned,lm_elimination_conditioned,rel:23,rel:23|cond=rel:23:finance:anchor,80,67,0.8375,472,0.1419491525423729,3,3,17,False,False
