baseline,metric,mean,lo,hi,n_contexts,n_answers
direct_context,em,0.8515625,0.80078125,0.89453125,16,256
direct_context,f1,0.8903645833333333,0.8591145833333333,0.9220084635416667,16,256
direct_context,judge_correct,0.99609375,0.98828125,1.0,16,256
closed_book,em,0.0,0.0,0.0,16,768
closed_book,f1,0.025067170965608464,0.015143074156746032,0.036210498305224846,16,768
closed_book,judge_correct,0.00390625,0.0,0.010416666666666666,16,768
