policy,budget_words,kind,endpoint,metric,mean,lo,hi,n_contexts,n_rotations,replication,family,preference_id,lambda,lambda_infinite,future_share
split__l0,40,utility,now,em,0.75,0.640625,0.84375,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,now,f1,0.8796875,0.8255208333333333,0.9270833333333333,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,now,judge_correct,1.0,1.0,1.0,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,future,em,0.0625,0.05,0.07604166666666667,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,future,f1,0.11401842081529581,0.09664840931637805,0.13319822950487015,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,future,judge_correct,0.09375,0.08020833333333334,0.109375,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,gap,em,0.6875,0.5875,0.7760416666666667,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,gap,f1,0.7656690791847042,0.7141762434613997,0.8145769807449496,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,utility,gap,judge_correct,0.9062500000000001,0.890625,0.9197916666666668,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,regret,now,em,0.046875,0.0,0.09375,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,regret,now,f1,0.018750000000000003,-0.0041666666666666675,0.044270833333333336,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,regret,now,judge_correct,-0.015625,-0.046875,0.0,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,regret,future,em,0.784375,0.7395833333333333,0.8239843749999997,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,regret,future,f1,0.8133079680735931,0.7854358850784633,0.8403540821158008,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,regret,future,judge_correct,0.8989583333333334,0.878125,0.9166666666666667,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,retained,now,em,0.9322916666666666,0.8488281250000005,1.0,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,retained,now,f1,0.8935763888888889,0.8458333333333332,0.9347265625,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,retained,now,judge_correct,1.0,1.0,1.0,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,retained,future,em,0.07423470626595627,0.059315567245254754,0.0914256966991342,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,retained,future,f1,0.11464081429483214,0.09782732913787602,0.13354091859281592,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,retained,future,judge_correct,0.09326350732600733,0.07972184065934065,0.109375,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,channel,message,delivered_words,35.734375,35.21875,36.234375,16,64,primary,split,l0,0.0,False,0.0
split__l0,40,channel,message,fill_ratio,0.8933593750000001,0.88046875,0.905859375,16,64,primary,split,l0,0.0,False,0.0
split__l0,80,utility,now,em,0.765625,0.6875,0.84375,16,64,primary,split,l0,0.0,False,0.0
split__l0,80,utility,now,f1,0.8901041666666667,0.84375,0.93125,16,64,primary,split,l0,0.0,False,0.0
split__l0,80,utility,now,judge_correct,0.984375,0.953125,1.0,16,64,primary,split,l0,0.0,False,0.0
split__l0,80,utility,future,em,0.10520833333333335,0.09062500000000001,0.11875,16,64,primary,split,l0,0.0,False,0.0
split__l0,80,utility,future,f1,0.1530107855107855,0.14322314910205536,0.16203692097832723,16,64,primary,split,l0,0.0,False,0.0
