policy,budget_words,relation,kind,metric,mean,lo,hi,n_contexts,n_cells
reusable,80,paraphrase,regret,f1,0.021875,-0.018750000000000003,0.06041666666666667,16,64
reusable,80,paraphrase,utility,judge_correct,1.0,1.0,1.0,16,64
reusable,80,paraphrase,regret,judge_correct,-0.015625,-0.046875,0.0,16,64
reusable,80,same_entity,utility,em,0.5625,0.46875,0.65625,16,64
reusable,80,same_entity,regret,em,0.28125,0.1875,0.375,16,64
reusable,80,same_entity,utility,f1,0.6166666666666667,0.528125,0.7072916666666667,16,64
reusable,80,same_entity,regret,f1,0.3276041666666667,0.234375,0.42501302083333314,16,64
reusable,80,same_entity,utility,judge_correct,0.671875,0.5625,0.78125,16,64
reusable,80,same_entity,regret,judge_correct,0.328125,0.21875,0.4375,16,64
reusable,80,same_topic,utility,em,0.4375,0.328125,0.546875,16,64
reusable,80,same_topic,regret,em,0.515625,0.390625,0.640625,16,64
reusable,80,same_topic,utility,f1,0.4524739583333333,0.345703125,0.55859375,16,64
reusable,80,same_topic,regret,f1,0.5319010416666667,0.4251302083333333,0.6412760416666667,16,64
reusable,80,same_topic,utility,judge_correct,0.4375,0.328125,0.546875,16,64
reusable,80,same_topic,regret,judge_correct,0.5625,0.453125,0.671875,16,64
reusable,80,orthogonal,utility,em,0.05338541666666666,0.03645833333333333,0.0703125,16,768
reusable,80,orthogonal,regret,em,0.7903645833333334,0.7473958333333333,0.828125,16,768
reusable,80,orthogonal,utility,f1,0.07467742038054538,0.05458978810541311,0.0944960766591626,16,768
reusable,80,orthogonal,regret,f1,0.8508434129527879,0.821638351521164,0.8765068037431318,16,768
reusable,80,orthogonal,utility,judge_correct,0.0703125,0.052083333333333336,0.08854166666666666,16,768
reusable,80,orthogonal,regret,judge_correct,0.921875,0.89453125,0.9453125,16,768
reusable,160,paraphrase,utility,em,0.71875,0.609375,0.828125,16,64
reusable,160,paraphrase,regret,em,0.0625,0.0,0.140625,16,64
reusable,160,paraphrase,utility,f1,0.8432291666666666,0.7776041666666667,0.90625,16,64
reusable,160,paraphrase,regret,f1,0.03177083333333333,-0.010416666666666666,0.08438802083333315,16,64
reusable,160,paraphrase,utility,judge_correct,0.953125,0.90625,1.0,16,64
reusable,160,paraphrase,regret,judge_correct,0.03125,0.0,0.078125,16,64
reusable,160,same_entity,utility,em,0.59375,0.46875,0.71875,16,64
reusable,160,same_entity,regret,em,0.25,0.15625,0.34375,16,64
reusable,160,same_entity,utility,f1,0.686235119047619,0.5813188244047619,0.7904017857142857,16,64
reusable,160,same_entity,regret,f1,0.2580357142857143,0.16531994047619053,0.35729538690476187,16,64
reusable,160,same_entity,utility,judge_correct,0.734375,0.625,0.828125,16,64
reusable,160,same_entity,regret,judge_correct,0.265625,0.171875,0.375,16,64
reusable,160,same_topic,utility,em,0.65625,0.53125,0.75,16,64
reusable,160,same_topic,regret,em,0.296875,0.1875,0.421875,16,64
reusable,160,same_topic,utility,f1,0.6763888888888889,0.56875,0.7604166666666666,16,64
reusable,160,same_topic,regret,f1,0.3079861111111111,0.221875,0.4184027777777778,16,64
reusable,160,same_topic,utility,judge_correct,0.671875,0.5625,0.765625,16,64
reusable,160,same_topic,regret,judge_correct,0.328125,0.234375,0.4375,16,64
reusable,160,orthogonal,utility,em,0.17578124999999997,0.13411458333333331,0.21614583333333331,16,768
reusable,160,orthogonal,regret,em,0.66796875,0.6263020833333333,0.7122395833333333,16,768
reusable,160,orthogonal,utility,f1,0.20969544778138527,0.16813172179383118,0.24987941637355696,16,768
reusable,160,orthogonal,regret,f1,0.7158253855519481,0.6763113275613276,0.7562591033098846,16,768
reusable,160,orthogonal,utility,judge_correct,0.22135416666666669,0.1796875,0.25911458333333337,16,768
reusable,160,orthogonal,regret,judge_correct,0.7708333333333334,0.72265625,0.8177083333333334,16,768
