policy,budget_words,kind,endpoint,metric,mean,lo,hi,n_contexts,n_rotations
oracle,40,retained,future,em,0.34295218670218675,0.2906640711718837,0.3892129008144633,16,64
oracle,40,retained,future,f1,0.37756200396825396,0.3421227773962149,0.40989135950854694,16,64
oracle,40,retained,future,judge_correct,0.3978937728937729,0.3604166666666667,0.43333333333333335,16,64
oracle,40,channel,message,delivered_words,36.75,35.875,37.6875,16,64
oracle,40,channel,message,fill_ratio,0.9187500000000001,0.896875,0.9421875,16,64
oracle,80,utility,now,em,0.546875,0.453125,0.640625,16,64
oracle,80,utility,now,f1,0.6510416666666666,0.5729166666666666,0.7317708333333333,16,64
oracle,80,utility,now,judge_correct,0.75,0.671875,0.828125,16,64
oracle,80,utility,future,em,0.534375,0.4625,0.6072916666666667,16,64
oracle,80,utility,future,f1,0.6295337301587302,0.5680559275793651,0.6882743055555555,16,64
oracle,80,utility,future,judge_correct,0.6916666666666667,0.625,0.7510416666666667,16,64
oracle,80,utility,gap,em,0.012500000000000011,-0.058333333333333334,0.09166666666666667,16,64
oracle,80,utility,gap,f1,0.021507936507936518,-0.029107142857142842,0.07323611111111109,16,64
oracle,80,utility,gap,judge_correct,0.05833333333333335,0.008333333333333349,0.10416666666666669,16,64
oracle,80,regret,now,em,0.25,0.171875,0.328125,16,64
oracle,80,regret,now,f1,0.24739583333333334,0.171875,0.3229166666666667,16,64
oracle,80,regret,now,judge_correct,0.234375,0.15625,0.3125,16,64
oracle,80,regret,future,em,0.3125,0.24583333333333335,0.38645833333333335,16,64
oracle,80,regret,future,f1,0.2977926587301587,0.23996478174603175,0.359353050595238,16,64
oracle,80,regret,future,judge_correct,0.30104166666666665,0.23541666666666666,0.37085937499999966,16,64
oracle,80,retained,now,em,0.6875,0.5833333333333333,0.7916666666666666,16,64
oracle,80,retained,now,f1,0.6597222222222222,0.5859375,0.7369791666666666,16,64
oracle,80,retained,now,judge_correct,0.765625,0.6875,0.84375,16,64
oracle,80,retained,future,em,0.6269095487845487,0.5487974200278888,0.7022919918623043,16,64
oracle,80,retained,future,f1,0.6375148264433979,0.5758050683815192,0.6988786657291122,16,64
oracle,80,retained,future,judge_correct,0.6984031593406593,0.628125,0.7629864926739927,16,64
oracle,80,channel,message,delivered_words,75.625,74.4375,76.875,16,64
oracle,80,channel,message,fill_ratio,0.9453125,0.9304687500000001,0.9609375,16,64
oracle,160,utility,now,em,0.671875,0.546875,0.796875,16,64
oracle,160,utility,now,f1,0.7838541666666666,0.6927083333333333,0.8697916666666666,16,64
oracle,160,utility,now,judge_correct,0.890625,0.8125,0.953125,16,64
oracle,160,utility,future,em,0.6677083333333333,0.5729166666666666,0.75625,16,64
oracle,160,utility,future,f1,0.7620486111111111,0.6882977430555556,0.8327100694444445,16,64
oracle,160,utility,future,judge_correct,0.828125,0.7552083333333333,0.8979166666666667,16,64
oracle,160,utility,gap,em,0.004166666666666662,-0.05833333333333335,0.06666666666666665,16,64
oracle,160,utility,gap,f1,0.021805555555555554,-0.02333333333333333,0.0633368055555555,16,64
oracle,160,utility,gap,judge_correct,0.06249999999999999,0.025000000000000015,0.1,16,64
oracle,160,regret,now,em,0.125,0.062109375000003464,0.203125,16,64
oracle,160,regret,now,f1,0.11458333333333334,0.046875,0.19270833333333334,16,64
oracle,160,regret,now,judge_correct,0.09375,0.03125,0.15625,16,64
oracle,160,regret,future,em,0.17916666666666667,0.109375,0.25,16,64
oracle,160,regret,future,f1,0.16527777777777777,0.09979166666666667,0.23256944444444444,16,64
oracle,160,regret,future,judge_correct,0.1645833333333333,0.10104166666666665,0.23125,16,64
oracle,160,retained,now,em,0.828125,0.71875,0.9270833333333333,16,64
oracle,160,retained,now,f1,0.7977430555555556,0.7057291666666666,0.8836805555555556,16,64
oracle,160,retained,now,judge_correct,0.9010416666666666,0.8385416666666666,0.9635416666666666,16,64
oracle,160,retained,future,em,0.7751569610944611,0.6781126208860583,0.86564387001887,16,64
oracle,160,retained,future,f1,0.7683844627594627,0.6939061021443834,0.8384178447420636,16,64
oracle,160,retained,future,judge_correct,0.8280792124542125,0.7550251831501831,0.8979166666666667,16,64
oracle,160,channel,message,delivered_words,143.6875,140.625,147.1875,16,64
oracle,160,channel,message,fill_ratio,0.898046875,0.87890625,0.919921875,16,64
reusable,20,utility,now,em,0.75,0.640625,0.84375,16,64
reusable,20,utility,now,f1,0.8875,0.8354166666666666,0.9317708333333333,16,64
reusable,20,utility,now,judge_correct,1.0,1.0,1.0,16,64
reusable,20,utility,future,em,0.04583333333333334,0.036458333333333336,0.05416666666666667,16,64
reusable,20,utility,future,f1,0.09286695343342015,0.0813193893191414,0.10360329585964502,16,64
reusable,20,utility,future,judge_correct,0.08125,0.07604166666666667,0.08645833333333333,16,64
reusable,20,utility,gap,em,0.7041666666666666,0.6072656250000001,0.7895833333333333,16,64
reusable,20,utility,gap,f1,0.7946330465665798,0.747405623593553,0.8374132933052608,16,64
reusable,20,utility,gap,judge_correct,0.9187500000000001,0.9135416666666667,0.9239583333333334,16,64
reusable,20,regret,now,em,0.046875,0.0,0.09375,16,64
reusable,20,regret,now,f1,0.010937500000000001,-0.008854166666666668,0.03125,16,64
reusable,20,regret,now,judge_correct,-0.015625,-0.046875,0.0,16,64
reusable,20,regret,future,em,0.8010416666666667,0.7614583333333333,0.8354166666666667,16,64
reusable,20,regret,future,f1,0.8344594354554687,0.8145426897321429,0.8556471397358285,16,64
reusable,20,regret,future,judge_correct,0.9114583333333334,0.8968750000000001,0.9208333333333334,16,64
reusable,20,retained,now,em,0.9322916666666666,0.8489583333333333,1.0,16,64
reusable,20,retained,now,f1,0.9013888888888889,0.8588498263888888,0.9378472222222222,16,64
reusable,20,retained,now,judge_correct,1.0,1.0,1.0,16,64
reusable,20,retained,future,em,0.0535098581973582,0.04338350451631701,0.062248038419913415,16,64
reusable,20,retained,future,f1,0.09292703596002053,0.0819972587547024,0.10324718564783371,16,64
reusable,20,retained,future,judge_correct,0.08068910256410257,0.07540064102564104,0.0858974358974359,16,64
reusable,20,channel,message,delivered_words,18.34375,18.046875,18.625,16,64
reusable,20,channel,message,fill_ratio,0.9171875,0.90234375,0.9312499999999999,16,64
reusable,40,utility,now,em,0.765625,0.6875,0.84375,16,64
reusable,40,utility,now,f1,0.8927083333333333,0.8463541666666666,0.9338541666666667,16,64
reusable,40,utility,now,judge_correct,1.0,1.0,1.0,16,64
reusable,40,utility,future,em,0.07187500000000001,0.060416666666666674,0.08333333333333333,16,64
reusable,40,utility,future,f1,0.11197717502405002,0.10331922743055555,0.12055743916095478,16,64
reusable,40,utility,future,judge_correct,0.103125,0.09270833333333334,0.11354166666666667,16,64
reusable,40,utility,gap,em,0.69375,0.61875,0.7677083333333334,16,64
reusable,40,utility,gap,f1,0.7807311583092833,0.7361877048009862,0.8206808627570347,16,64
reusable,40,utility,gap,judge_correct,0.8968750000000001,0.8864583333333333,0.9072916666666667,16,64
reusable,40,regret,now,em,0.03125,0.0,0.078125,16,64
reusable,40,regret,now,f1,0.005729166666666667,-0.009375000000000001,0.021875000000000002,16,64
reusable,40,regret,now,judge_correct,-0.015625,-0.046875,0.0,16,64
reusable,40,regret,future,em,0.775,0.7354166666666666,0.8114583333333334,16,64
reusable,40,regret,future,f1,0.8153492138648388,0.7941805395848365,0.8375985205477393,16,64
reusable,40,regret,future,judge_correct,0.8895833333333334,0.86875,0.9052083333333334,16,64
reusable,40,retained,now,em,0.9635416666666666,0.90625,1.0,16,64
reusable,40,retained,now,f1,0.9065972222222223,0.8727430555555555,0.9385416666666666,16,64
reusable,40,retained,now,judge_correct,1.0,1.0,1.0,16,64
reusable,40,retained,future,em,0.08469039640914641,0.07371696662712288,0.0961604411213786,16,64
reusable,40,retained,future,f1,0.11205946996125568,0.10386104602036521,0.1201795692629956,16,64
reusable,40,retained,future,judge_correct,0.10175709706959707,0.09205586080586081,0.11184752747252748,16,64
reusable,40,channel,message,delivered_words,36.796875,36.484375,37.109375,16,64
reusable,40,channel,message,fill_ratio,0.919921875,0.912109375,0.927734375,16,64
reusable,80,utility,now,em,0.796875,0.71875,0.875,16,64
reusable,80,utility,now,f1,0.8953125,0.84375,0.9395833333333333,16,64
reusable,80,utility,now,judge_correct,1.0,1.0,1.0,16,64
reusable,80,utility,future,em,0.1572916666666667,0.14270833333333333,0.171875,16,64
reusable,80,utility,future,f1,0.18789297797110296,0.17261063256766382,0.20272351397156085,16,64
reusable,80,utility,future,judge_correct,0.19687500000000002,0.184375,0.20937500000000003,16,64
reusable,80,utility,gap,em,0.6395833333333333,0.5666666666666667,0.709375,16,64
reusable,80,utility,gap,f1,0.707419522028897,0.6611889427846459,0.7481597564038971,16,64
reusable,80,utility,gap,judge_correct,0.8031250000000001,0.790625,0.815625,16,64
reusable,80,regret,now,em,0.0,0.0,0.0,16,64
reusable,80,regret,now,f1,0.0031249999999999993,-0.014062500000000002,0.0234375,16,64
reusable,80,regret,now,judge_correct,-0.015625,-0.046875,0.0,16,64
