stack_id,stack_label,dataset,future_distribution,metric,policy_family,requested_budget,n_preferences,n_contexts,future_shares,preference_ids,u_now_values,u_future_values,slope_u_now,slope_u_now_lo,slope_u_now_hi,slope_u_future,slope_u_future_lo,slope_u_future_hi,spearman_u_now,spearman_u_future,endpoint_delta_u_now,endpoint_delta_u_now_lo,endpoint_delta_u_now_hi,endpoint_delta_u_future,endpoint_delta_u_future_lo,endpoint_delta_u_future_hi,adjacent_nonincrease_u_now,adjacent_nondecrease_u_future,point_direction_correct,joint_sign_probability,joint_direction_robust,ci_level,n_resamples
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.984375, 1.0, 1.0, 0.984375, 0.0625]","[0.09375, 0.20963541666666666, 0.32552083333333337, 0.4153645833333333, 0.4947916666666667]",-0.74375,-0.7875,-0.7,0.403125,0.35104166666666664,0.4536458333333334,-0.5270462766947298,0.9999999999999999,-0.921875,-0.96875,-0.859375,0.4010416666666667,0.3528645833333333,0.44791666666666663,0.75,1.0,True,1.0,True,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[1.0, 1.0, 1.0, 0.96875, 0.21875]","[0.015625, 0.08072916666666667, 0.10026041666666669, 0.15885416666666666, 0.19661458333333334]",-0.6375,-0.70625,-0.56875,0.17604166666666665,0.1447916666666667,0.2099088541666665,-0.8944271909999159,0.9999999999999999,-0.78125,-0.859375,-0.703125,0.18098958333333334,0.14322916666666666,0.21874999999999997,1.0,1.0,True,1.0,True,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.984375, 0.984375, 1.0, 1.0, 0.109375]","[0.01171875, 0.11458333333333331, 0.20963541666666666, 0.24218749999999997, 0.32031249999999994]",-0.69375,-0.7625,-0.61875,0.2979166666666666,0.2703125,0.3244791666666667,-0.10540925533894598,0.9999999999999999,-0.875,-0.953125,-0.796875,0.30859374999999994,0.2838541666666667,0.3333333333333333,0.75,1.0,True,1.0,True,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.78125, 0.765625, 0.765625, 0.765625, 0.75]","[0.53125, 0.4765625, 0.5078125, 0.46875, 0.3671875]",-0.025,-0.0625,0.0,-0.134375,-0.203125,-0.0625,-0.8944271909999159,-0.8999999999999998,-0.03125,-0.078125,0.0,-0.1640625,-0.2421875,-0.078125,1.0,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.78125, 0.78125, 0.78125, 0.78125, 0.015625]","[0.5859375, 0.609375, 0.59375, 0.3828125, 0.2890625]",-0.6125,-0.66875,-0.55625,-0.328125,-0.39375,-0.259375,-0.7071067811865475,-0.7,-0.765625,-0.828125,-0.703125,-0.296875,-0.3671875,-0.2265625,1.0,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.75, 0.78125, 0.78125, 0.640625, 0.09375]","[0.1015625, 0.078125, 0.046875, 0.0546875, 0.0859375]",-0.58125,-0.64375,-0.51875,-0.021875,-0.090625,0.053125,-0.6668859288553503,-0.3,-0.65625,-0.75,-0.5625,-0.015625,-0.09375,0.0703125,0.75,0.5,False,0.2454,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.765625, 0.765625, 0.765625, 0.796875, 0.03125]","[0.4453125, 0.3359375, 0.2265625, 0.1484375, 0.21875]",-0.575,-0.64375,-0.50625,-0.25625,-0.359375,-0.1375,-0.22360679774997896,-0.8999999999999998,-0.734375,-0.8125,-0.65625,-0.2265625,-0.328125,-0.1171875,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8901041666666667, 0.8697916666666666, 0.8802083333333334, 0.8802083333333334, 0.8692708333333333]","[0.5630208333333333, 0.5268229166666667, 0.5502604166666666, 0.5036458333333333, 0.4158617424242424]",-0.0125,-0.04583333333333339,0.016666666666666653,-0.12699810606060608,-0.18823697916666676,-0.061988636363636405,-0.6668859288553503,-0.8999999999999998,-0.02083333333333337,-0.05989583333333337,0.015624999999999889,-0.1471590909090909,-0.22788825757575754,-0.0660410748106062,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8953125000000001, 0.8979166666666667, 0.8979166666666667, 0.8932291666666666, 0.041666666666666664]","[0.6234375, 0.6587425595238096, 0.6470486111111111, 0.4122395833333333, 0.3215029761904762]",-0.6847916666666668,-0.724375,-0.6437447916666666,-0.34014880952380955,-0.4278727678571428,-0.2500561755952382,-0.6668859288553503,-0.7,-0.8536458333333334,-0.903125,-0.8020833333333333,-0.3019345238095238,-0.387875744047619,-0.21350074404761915,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8796875, 0.8979166666666667, 0.8979166666666667, 0.8186755952380953, 0.1730139652014652]","[0.1548735119047619, 0.1197265625, 0.11518787202380952, 0.09765625, 0.1400545634920635]",-0.5970352564102563,-0.6496755952380953,-0.5507542925824175,-0.02068328373015872,-0.09507800099206347,0.05928202504960304,-0.6668859288553503,-0.39999999999999997,-0.7066735347985348,-0.7767857142857142,-0.6413690476190476,-0.014818948412698402,-0.09833054315476186,0.07410032242063479,0.75,0.25,False,0.2664,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8901041666666667, 0.8901041666666667, 0.8848958333333333, 0.9057291666666667, 0.07291666666666666]","[0.5170758928571428, 0.3652529761904762, 0.2590401785714286, 0.1825892857142857, 0.265234375]",-0.6475000000000001,-0.7010468750000001,-0.5941666666666666,-0.27453869047619045,-0.3761354166666666,-0.1657291666666666,-0.35909242322980395,-0.7,-0.8171875000000001,-0.8812630208333334,-0.7551953125000002,-0.2518415178571428,-0.35052408854166667,-0.1525023251488096,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,judge_correct,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[1.0, 0.984375, 0.984375, 0.984375, 0.984375]","[0.578125, 0.5390625, 0.5703125, 0.515625, 0.421875]",-0.0125,-0.0375,0.0,-0.134375,-0.2,-0.06875,-0.7071067811865475,-0.8999999999999998,-0.015625,-0.046875,0.0,-0.15625,-0.25,-0.0703125,1.0,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,judge_correct,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.984375, 1.0, 1.0, 0.984375, 0.0625]","[0.6484375, 0.6796875, 0.6640625, 0.4140625, 0.3203125]",-0.74375,-0.78125,-0.7,-0.36875,-0.459375,-0.27804687500000114,-0.5270462766947298,-0.7,-0.921875,-0.96875,-0.859375,-0.328125,-0.421875,-0.234375,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,judge_correct,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[1.0, 1.0, 1.0, 0.96875, 0.21875]","[0.1171875, 0.1015625, 0.078125, 0.0703125, 0.1328125]",-0.6375,-0.70625,-0.56875,0.0,-0.078125,0.084375,-0.8944271909999159,0.0,-0.78125,-0.859375,-0.6875,0.015625,-0.0703125,0.109375,1.0,0.25,True,0.4764,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,judge_correct,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.984375, 0.984375, 1.0, 1.0, 0.109375]","[0.5078125, 0.375, 0.2578125, 0.1875, 0.265625]",-0.69375,-0.75,-0.6248437500000023,-0.26875,-0.37500000000000006,-0.153125,-0.10540925533894598,-0.7,-0.875,-0.9375,-0.796875,-0.2421875,-0.3515625,-0.1328125,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,em,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.78125, 0.765625, 0.765625, 0.765625, 0.75]","[0.703125, 0.6875, 0.65625, 0.65625, 0.703125]",-0.025,-0.0625,0.0,-0.0125,-0.0625,0.0375,-0.8944271909999159,-0.15811388300841897,-0.03125,-0.078125,0.0,0.0,-0.078125,0.078125,1.0,0.5,True,0.2308,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,em,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.78125, 0.78125, 0.78125, 0.78125, 0.015625]","[0.734375, 0.734375, 0.71875, 0.75, 0.015625]",-0.6125,-0.66875,-0.55625,-0.56875,-0.64375,-0.49375,-0.7071067811865475,-0.35909242322980395,-0.765625,-0.828125,-0.703125,-0.71875,-0.796875,-0.625,1.0,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,em,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.75, 0.78125, 0.78125, 0.640625, 0.09375]","[0.6875, 0.671875, 0.71875, 0.59375, 0.09375]",-0.58125,-0.65,-0.51875,-0.50625,-0.60625,-0.40625,-0.6668859288553503,-0.7,-0.65625,-0.75,-0.5625,-0.59375,-0.6875,-0.484375,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,em,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.765625, 0.765625, 0.765625, 0.796875, 0.03125]","[0.65625, 0.71875, 0.734375, 0.6875, 0.03125]",-0.575,-0.64375,-0.5,-0.5125,-0.58125,-0.44375,-0.22360679774997896,-0.3,-0.734375,-0.8125,-0.65625,-0.625,-0.71875,-0.53125,0.75,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,f1,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8901041666666667, 0.8697916666666666, 0.8802083333333334, 0.8802083333333334, 0.8692708333333333]","[0.8458333333333332, 0.8557291666666667, 0.8473958333333332, 0.8473958333333332, 0.8505208333333333]",-0.0125,-0.04583333333333339,0.016666666666666653,0.0004166666666666874,-0.04874999999999998,0.04624999999999995,-0.6668859288553503,0.35909242322980395,-0.02083333333333337,-0.05996093749999986,0.015625,0.004687500000000067,-0.05729166666666663,0.061992187499999844,0.75,0.75,True,0.3182,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,f1,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8953125000000001, 0.8979166666666667, 0.8979166666666667, 0.8932291666666666, 0.041666666666666664]","[0.8713541666666667, 0.8791666666666667, 0.8661458333333333, 0.8848958333333333, 0.057291666666666664]",-0.6847916666666668,-0.7260416666666667,-0.6447916666666667,-0.6489583333333334,-0.6916718749999999,-0.60625,-0.6668859288553503,-0.3,-0.8536458333333334,-0.9047005208333333,-0.8046744791666668,-0.8140625,-0.8630338541666667,-0.7630208333333334,0.75,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,f1,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8796875, 0.8979166666666667, 0.8979166666666667, 0.8186755952380953, 0.1730139652014652]","[0.8479166666666667, 0.8401041666666667, 0.8708333333333332, 0.7760416666666666, 0.15104166666666666]",-0.5970352564102563,-0.6467403273809523,-0.5486102335164836,-0.5831250000000001,-0.6629218749999999,-0.49561458333333336,-0.6668859288553503,-0.7,-0.7066735347985348,-0.7762462797619046,-0.6391605139652016,-0.696875,-0.7797005208333333,-0.6020833333333333,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,f1,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8901041666666667, 0.8901041666666667, 0.8848958333333333, 0.9057291666666667, 0.07291666666666666]","[0.8369791666666666, 0.8708333333333332, 0.8661458333333333, 0.8479166666666667, 0.08697916666666666]",-0.6475000000000001,-0.7012499999999999,-0.593125,-0.6091666666666665,-0.6552083333333332,-0.5583333333333333,-0.35909242322980395,-0.39999999999999997,-0.8171875000000001,-0.8807421875,-0.7546744791666667,-0.75,-0.8124999999999999,-0.684375,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,judge_correct,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[1.0, 0.984375, 0.984375, 0.984375, 0.984375]","[0.953125, 0.984375, 0.984375, 0.984375, 0.96875]",-0.0125,-0.0375,0.0,0.0125,-0.0375,0.0625,-0.7071067811865475,0.22360679774997896,-0.015625,-0.046875,0.0,0.015625,-0.046875,0.078125,1.0,0.75,True,0.313,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,judge_correct,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.984375, 1.0, 1.0, 0.984375, 0.0625]","[0.96875, 1.0, 0.984375, 1.0, 0.0625]",-0.74375,-0.78125,-0.7,-0.725,-0.775,-0.675,-0.5270462766947298,-0.20519567041703085,-0.921875,-0.96875,-0.859375,-0.90625,-0.96875,-0.84375,0.75,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,judge_correct,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[1.0, 1.0, 1.0, 0.96875, 0.21875]","[0.984375, 0.984375, 1.0, 0.921875, 0.203125]",-0.6375,-0.70625,-0.56875,-0.65,-0.725,-0.55625,-0.8944271909999159,-0.6668859288553503,-0.78125,-0.859375,-0.6875,-0.78125,-0.875,-0.671875,1.0,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,paraphrase_sanity,judge_correct,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.984375, 0.984375, 1.0, 1.0, 0.109375]","[0.984375, 1.0, 1.0, 0.984375, 0.109375]",-0.69375,-0.75625,-0.61875,-0.70625,-0.75,-0.65625,-0.10540925533894598,-0.5270462766947298,-0.875,-0.953125,-0.796875,-0.875,-0.9375,-0.8125,0.75,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,em,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.78125, 0.765625, 0.765625, 0.765625, 0.75]","[0.45670572916666663, 0.43717447916666663, 0.4371744791666667, 0.42187499999999994, 0.38639322916666663]",-0.025,-0.0625,0.0,-0.062369791666666674,-0.09570638020833329,-0.025390624999999955,-0.8944271909999159,-0.8999999999999998,-0.03125,-0.078125,0.0,-0.0703125,-0.11523437499999994,-0.019531250000000056,1.0,0.25,False,0.0002,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,em,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.78125, 0.78125, 0.78125, 0.78125, 0.015625]","[0.49609375000000006, 0.5208333333333333, 0.53125, 0.45833333333333326, 0.24544270833333337]",-0.6125,-0.675,-0.55625,-0.22552083333333334,-0.2615885416666667,-0.1897135416666667,-0.7071067811865475,-0.6,-0.765625,-0.84375,-0.703125,-0.2506510416666667,-0.28938802083333337,-0.21158854166666663,1.0,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,em,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.75, 0.78125, 0.78125, 0.640625, 0.09375]","[0.2236328125, 0.21777343750000003, 0.216796875, 0.19791666666666666, 0.09472656250000001]",-0.58125,-0.65,-0.51875,-0.11106770833333335,-0.1540462239583333,-0.06510416666666667,-0.6668859288553503,-0.9999999999999999,-0.65625,-0.75,-0.5625,-0.12890625,-0.17513020833333334,-0.078125,0.75,0.0,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,em,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.765625, 0.765625, 0.765625, 0.796875, 0.03125]","[0.3873697916666667, 0.36393229166666663, 0.32779947916666674, 0.28483072916666663, 0.17089843750000003]",-0.575,-0.64375,-0.50625,-0.2048177083333333,-0.2546875,-0.14882812500000003,-0.22360679774997896,-0.9999999999999999,-0.734375,-0.8125,-0.65625,-0.21647135416666666,-0.26758626302083327,-0.15950520833333334,0.75,0.0,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,f1,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8901041666666667, 0.8697916666666666, 0.8802083333333334, 0.8802083333333334, 0.8692708333333333]","[0.5156252793919385, 0.511775467732499, 0.5131184498371998, 0.4934464599474939, 0.45488836909448127]",-0.0125,-0.04583333333333339,0.016666666666666653,-0.055921131351967815,-0.08379479142160093,-0.026190445545569735,-0.6668859288553503,-0.8999999999999998,-0.02083333333333337,-0.05989583333333337,0.015625,-0.0607369102974572,-0.09897175361530841,-0.020921649829120734,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,f1,split,160,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8953125000000001, 0.8979166666666667, 0.8979166666666667, 0.8932291666666666, 0.041666666666666664]","[0.5573771642131017, 0.5940631200396825, 0.6107416708002646, 0.5209198805390212, 0.28949575272817457]",-0.6847916666666668,-0.7243802083333333,-0.6447916666666667,-0.24356242498820624,-0.29295887586805563,-0.19493488799250513,-0.6668859288553503,-0.6,-0.8536458333333334,-0.9046875,-0.8041666666666667,-0.2678814114849271,-0.31740525136032954,-0.22013501382153716,0.75,0.5,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,f1,split,40,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8796875, 0.8979166666666667, 0.8979166666666667, 0.8186755952380953, 0.1730139652014652]","[0.30092868557224023, 0.29230152172046703, 0.29982057601686507, 0.2784517565767566, 0.15180379877645503]",-0.5970352564102563,-0.646935554029304,-0.551527815934066,-0.12483981549411234,-0.16895253227675103,-0.078431267941766,-0.6668859288553503,-0.8999999999999998,-0.7066735347985348,-0.7760416666666665,-0.643224874084249,-0.1491248867957852,-0.19783643053723615,-0.09674700290667096,0.75,0.25,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,f1,split,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[0.8901041666666667, 0.8901041666666667, 0.8848958333333333, 0.9057291666666667, 0.07291666666666666]","[0.47661671372608866, 0.4252759176587302, 0.3903024501901455, 0.35685608878968245, 0.22448614211309523]",-0.6475000000000001,-0.7012552083333332,-0.5916666666666666,-0.2290723888380138,-0.28138209428736766,-0.17532726906701515,-0.35909242322980395,-0.9999999999999999,-0.8171875000000001,-0.8812630208333333,-0.7526041666666666,-0.25213057161299346,-0.30236955915178576,-0.20136590668084808,0.75,0.0,False,0.0,False,0.95,5000
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,relation_balanced,judge_correct,scalar,80,5,16,"[0.0, 0.25, 0.5, 0.75, 1.0]","[""l0"", ""l0p333"", ""l1"", ""l3"", ""linf""]","[1.0, 0.984375, 0.984375, 0.984375, 0.984375]","[0.5498046874999999, 0.55078125, 0.5582682291666666, 0.5348307291666666, 0.48958333333333337]",-0.0125,-0.0375,0.0,-0.05455729166666656,-0.08086263020833327,-0.02643229166666678,-0.7071067811865475,-0.6,-0.015625,-0.046875,0.0,-0.06022135416666652,-0.09928385416666669,-0.022135416666666685,1.0,0.5,False,0.0,False,0.95,5000
